#iterationNumber	varNumber	clauseNumber	itertionTime
1	768	2068	0.01452s
2	1332	3014	0.00554s
3	1896	4544	0.005644s
4	2460	6074	0.006594s
5	3024	6572	0.006086s
6	3588	8102	0.00669s
7	4152	9632	0.006494s
8	4716	10158	0.006347s
9	5280	11688	0.006706s
10	5844	13218	0.00686s
11	6408	14748	0.00804s
12	6972	16278	0.008416s
13	7536	16422	0.00728s
14	8100	17952	0.008875s
15	8664	19482	0.007747s
16	9228	21012	0.008347s
17	9792	22542	0.01002s
18	10356	22596	0.007789s
19	10920	24120	0.008897s
20	11484	25644	0.008801s
21	12048	27168	0.008934s
22	12612	28692	0.0106s
23	13176	26630	0.009169s
24	13740	28154	0.01089s
25	14304	29678	0.01014s
26	14868	31202	0.009563s
27	15432	32726	0.01052s
28	15996	32176	0.011s
29	16560	33700	0.01331s
30	17124	35162	0.01466s
31	17688	20984	0.007786s
This is the last UNSAT round.
