#iterationNumber	varNumber	clauseNumber	itertionTime
1	6780	17535	0.1231s
2	11818	22413	0.04059s
3	16856	35813	0.0413s
4	21894	49203	0.04646s
5	26932	30795	0.04726s
6	31970	44165	0.05338s
7	37008	34947	0.05308s
8	42046	48311	0.05878s
9	47084	39921	0.05299s
10	52122	53243	0.05458s
11	57160	66553	0.06332s
12	62198	49413	0.05996s
13	67236	62715	0.06477s
14	72274	49059	0.05844s
15	77312	62291	0.05975s
16	82350	75513	0.06652s
17	87388	51858	0.06294s
18	92426	65078	0.07536s
19	97464	53916	0.0749s
20	102502	67096	0.07292s
21	107540	54829	0.07747s
22	112578	67989	0.07539s
23	117616	55156	0.0771s
24	122654	68276	0.09283s
25	127692	57345	0.09769s
26	132730	57865	0.08131s
27	137768	70963	0.07975s
28	142806	84059	0.09057s
29	147844	64400	0.0801s
30	152882	77488	0.08162s
31	157920	90486	0.09714s
32	162958	56770	0.09154s
33	167996	69732	0.09224s
34	173034	53199	0.09017s
35	178072	66155	0.08328s
36	183110	79107	0.08979s
37	188148	55079	0.08463s
38	193186	68021	0.0853s
39	198224	80947	0.09024s
40	203262	93869	0.08815s
41	208300	106787	0.09684s
42	213338	52017	0.1142s
43	218376	51963	0.1465s
44	223414	51922	0.09271s
45	228452	64816	0.09665s
46	233490	77708	0.1367s
47	238528	53103	0.1231s
48	243566	65985	0.1293s
49	248604	53962	0.1092s
50	253642	66830	0.1064s
51	258680	79688	0.3528s
52	263718	51848	0.111s
53	268756	64682	0.1067s
54	273794	77504	0.134s
55	278832	50403	0.1208s
56	283870	63209	0.1948s
57	288908	49404	0.1203s
58	293946	62202	0.1235s
59	298984	74996	0.1251s
60	304022	87784	0.268s
61	309060	45522	0.1199s
62	314098	58298	0.1219s
63	319136	45038	0.1969s
64	324174	57806	0.1162s
65	329212	70570	0.1169s
66	334250	83330	0.1278s
67	339288	44917	0.142s
68	344326	57669	0.1224s
69	349364	70417	0.05696s
This is the last UNSAT round.
