#iterationNumber	varNumber	clauseNumber	itertionTime
1	1876	4426	0.02934s
2	3548	6812	0.01398s
3	5220	11184	0.01282s
4	6892	15552	0.01515s
5	8564	12870	0.01373s
6	10236	17238	0.01558s
7	11908	16851	0.0156s
8	13580	21219	0.01605s
9	15252	25579	0.01835s
10	16924	22483	0.0197s
11	18596	26843	0.02536s
12	20268	31203	0.02334s
13	21940	35563	0.02231s
14	23612	29842	0.02383s
15	25284	34198	0.02064s
16	26956	33593	0.02663s
17	28628	37943	0.02338s
18	30300	37256	0.0237s
19	31972	41606	0.02636s
20	33644	45932	0.03643s
21	35316	41457	0.02448s
22	36988	45775	0.02448s
23	38660	50089	0.02907s
24	40332	45272	0.0324s
25	42004	49568	0.02647s
26	43676	47280	0.02549s
27	45348	51552	0.03582s
28	47020	55824	0.03292s
29	48692	51964	0.03004s
30	50364	56226	0.04604s
31	52036	53826	0.02898s
32	53708	54533	0.02963s
33	55380	58771	0.04282s
34	57052	63009	0.04254s
35	58724	56611	0.0448s
36	60396	60839	0.03602s
37	62068	58564	0.0377s
38	63740	62780	0.0517s
39	65412	61540	0.04791s
40	67084	65756	0.04611s
41	68756	64376	0.04898s
42	70428	68592	0.0462s
43	72100	67316	0.03591s
44	73772	71532	0.06203s
45	75444	70464	0.04114s
46	77116	70889	0.0371s
47	78788	75103	0.04793s
48	80460	79317	0.05617s
49	82132	75490	0.0408s
50	83804	79704	0.04481s
51	85476	83918	0.06119s
52	87148	80086	0.04455s
53	88820	81636	0.0454s
54	90492	85850	0.04441s
55	92164	90060	0.0649s
56	93836	85789	0.0684s
57	95508	85055	0.04425s
58	97180	82199	0.05269s
59	98852	86375	0.07613s
60	100524	80958	0.1009s
61	102196	77323	0.04509s
62	103868	81461	0.06827s
63	105540	79205	0.07061s
64	107212	80561	0.05146s
65	108884	84695	0.05788s
66	110556	83351	0.0584s
67	112228	82802	0.05768s
68	113900	86926	0.06807s
69	115572	84909	0.1145s
70	117244	86105	0.05939s
71	118916	90227	0.07956s
72	120588	88600	0.05666s
73	122260	88914	0.07621s
74	123932	93028	0.05886s
75	125604	97138	0.06075s
76	127276	101248	0.06492s
77	128948	92248	0.07557s
78	130620	92367	0.05882s
79	132292	96435	0.06399s
80	133964	85322	0.06053s
81	135636	89362	0.07288s
82	137308	78900	0.08333s
83	138980	78788	0.06082s
84	140652	75962	0.05522s
85	142324	79980	0.07538s
86	143996	77962	0.07331s
87	145668	81980	0.1515s
88	147340	64870	0.06666s
89	149012	68846	0.05999s
90	150684	65420	0.04944s
This is the last UNSAT round.
