#iterationNumber	varNumber	clauseNumber	itertionTime
1	1652	3954	0.02717s
2	3100	6007	0.01128s
3	4548	9791	0.01152s
4	5996	13575	0.01162s
5	7444	17359	0.01316s
6	8892	12195	0.01402s
7	10340	15979	0.01935s
8	11788	19763	0.01816s
9	13236	23523	0.01686s
10	14684	17390	0.01609s
11	16132	21142	0.01978s
12	17580	24886	0.01839s
13	19028	28626	0.02105s
14	20476	21968	0.01963s
15	21924	25692	0.0191s
16	23372	29412	0.02046s
17	24820	25186	0.02393s
18	26268	28890	0.02308s
19	27716	32590	0.0287s
20	29164	27962	0.02166s
21	30612	31654	0.02253s
22	32060	35342	0.03957s
23	33508	30855	0.0333s
24	34956	34539	0.02699s
25	36404	38219	0.02228s
26	37852	41895	0.02711s
27	39300	34814	0.022s
28	40748	38478	0.02394s
29	42196	42138	0.02773s
30	43644	37264	0.02412s
31	45092	40900	0.02404s
32	46540	44532	0.02816s
33	47988	39877	0.0235s
34	49436	43509	0.02682s
35	50884	47137	0.02673s
36	52332	42360	0.03442s
37	53780	45980	0.03173s
38	55228	49600	0.03241s
39	56676	45293	0.02668s
40	58124	48909	0.04565s
41	59572	47651	0.03253s
42	61020	48683	0.03485s
43	62468	52295	0.03151s
44	63916	55907	0.03685s
45	65364	51349	0.03154s
46	66812	54955	0.04004s
47	68260	51822	0.0298s
48	69708	52741	0.03242s
49	71156	56347	0.04017s
50	72604	54798	0.04557s
51	74052	54317	0.03189s
52	75500	57913	0.03483s
53	76948	56092	0.0343s
54	78396	59688	0.03542s
55	79844	63284	0.05914s
56	81292	57607	0.03712s
57	82740	50015	0.04201s
58	84188	53535	0.04248s
59	85636	47102	0.05193s
60	87084	50562	0.05409s
61	88532	32879	0.03995s
62	89980	36297	0.0503s
63	91428	29604	0.04199s
64	92876	33014	0.04753s
65	94324	28878	0.04507s
66	95772	32284	0.02109s
This is the last UNSAT round.
