#iterationNumber	varNumber	clauseNumber	itertionTime
1	11765	31339	0.2174s
2	19701	33793	0.06778s
3	27637	54423	0.0686s
4	35573	40947	0.06282s
5	43509	61477	0.06839s
6	51445	82005	0.07317s
7	59381	47222	0.06844s
8	67317	67750	0.07429s
9	75253	88278	0.08956s
10	83189	55364	0.09664s
11	91125	58065	0.0793s
12	99061	52556	0.08101s
13	106997	73056	0.08209s
14	114933	93556	0.09962s
15	122869	55124	0.0939s
16	130805	75580	0.113s
17	138741	36780	0.08888s
18	146677	57184	0.08457s
19	154613	77564	0.08809s
20	162549	97940	0.09366s
21	170485	39427	0.1013s
22	178421	59787	0.09922s
23	186357	39334	0.1371s
24	194293	40088	0.09912s
25	202229	60448	0.1028s
26	210165	80808	0.1036s
27	218101	101168	0.1046s
28	226037	121528	0.1117s
29	233973	141880	0.3759s
30	241909	36802	0.2102s
This is the last UNSAT round.
