#iterationNumber	varNumber	clauseNumber	itertionTime
1	11993	31795	0.2088s
2	20157	34882	0.05869s
3	28321	56154	0.05936s
4	36485	77426	0.06672s
5	44649	98698	0.07197s
6	52813	60078	0.1003s
7	60977	64187	0.0896s
8	69141	60836	0.07055s
9	77305	81956	0.07348s
10	85469	103076	0.07754s
11	93633	59001	0.08154s
12	101797	80121	0.07957s
13	109961	101229	0.07781s
14	118125	122337	0.08776s
15	126289	70023	0.08689s
16	134453	91111	0.09349s
17	142617	112199	0.09529s
18	150781	77565	0.09954s
19	158945	98653	0.113s
20	167109	83065	0.09667s
21	175273	104133	0.09802s
22	183437	125189	0.1817s
23	191601	77627	0.104s
24	199765	98675	0.1484s
25	207929	77878	0.1003s
26	216093	98904	0.1043s
27	224257	119924	0.1086s
28	232421	140938	0.112s
29	240585	161952	0.1178s
30	248749	182962	0.1223s
31	256913	81113	0.1141s
32	265077	102123	0.1197s
33	273241	123133	0.1184s
34	281405	144143	0.2189s
35	289569	66317	0.1245s
36	297733	87277	0.133s
37	305897	108233	0.1322s
38	314061	66289	0.1314s
39	322225	87233	0.1381s
40	330389	108169	0.1673s
41	338553	48175	0.1403s
42	346717	69043	0.1381s
43	354881	46779	0.1287s
44	363045	67641	0.1666s
45	371209	47957	0.1329s
46	379373	68809	0.1408s
47	387537	89661	0.1439s
48	395701	110513	0.1398s
49	403865	131365	0.1403s
50	412029	152217	0.1433s
51	420193	173069	0.1483s
52	428357	193921	0.1667s
53	436521	58917	0.1499s
54	444685	79769	0.1517s
55	452849	100621	0.1578s
56	461013	121473	0.1527s
57	469177	142325	0.1545s
58	477341	163177	0.162s
59	485505	184029	0.168s
60	493669	204881	0.1843s
61	501833	69877	0.1655s
62	509997	90729	0.1639s
63	518161	111581	0.1704s
64	526325	132433	0.1767s
65	534489	153285	0.1722s
66	542653	174137	0.1764s
67	550817	194989	0.1886s
68	558981	79407	0.178s
69	567145	100259	0.1812s
70	575309	121111	0.1868s
71	583473	141963	0.182s
72	591637	162815	0.1852s
73	599801	183667	0.1866s
74	607965	204519	0.2143s
75	616129	89081	0.1942s
76	624293	109933	0.2076s
77	632457	130785	0.1955s
78	640621	151637	0.2091s
79	648785	172489	0.2094s
80	656949	193341	0.209s
81	665113	214193	0.2216s
82	673277	98691	0.2019s
83	681441	119543	0.2118s
84	689605	140395	0.2157s
85	697769	161247	0.2208s
86	705933	182099	0.2212s
87	714097	202951	0.2184s
88	722261	223803	0.2311s
89	730425	108365	0.2305s
90	738589	129217	0.2349s
91	746753	150069	0.2318s
92	754917	170921	0.2403s
93	763081	191773	0.2245s
94	771245	212625	0.2531s
95	779409	116652	0.2333s
96	787573	137504	0.2373s
97	795737	158356	0.2377s
98	803901	179208	0.237s
99	812065	200060	0.2399s
100	820229	220912	0.2488s
101	828393	241764	0.2912s
102	836557	126102	0.2572s
103	844721	146954	0.2504s
104	852885	167806	0.2564s
105	861049	188658	0.245s
106	869213	209510	0.2493s
107	877377	230362	0.2634s
