#iterationNumber	varNumber	clauseNumber	itertionTime
1	11605	31019	0.2159s
2	19381	32996	0.05737s
3	27157	53148	0.05891s
4	34933	73300	0.07446s
5	42709	37570	0.06588s
6	50485	38212	0.06287s
7	58261	58334	0.06668s
8	66037	78452	0.06801s
9	73813	40447	0.06877s
10	81589	60561	0.07951s
11	89365	42113	0.07647s
12	97141	62223	0.07847s
13	104917	44367	0.07348s
14	112693	64477	0.07806s
15	120469	84587	0.07923s
16	128245	104695	0.1105s
17	136021	50133	0.09926s
18	143797	51836	0.08692s
19	151573	71942	0.08809s
20	159349	54577	0.08716s
21	167125	74683	0.08786s
22	174901	94785	0.09591s
23	182677	114877	0.101s
24	190453	56477	0.09375s
25	198229	76567	0.09739s
26	206005	96657	0.1074s
27	213781	116747	0.09804s
28	221557	136835	0.112s
29	229333	60947	0.1108s
30	237109	81035	0.1047s
31	244885	101123	0.1087s
32	252661	121211	0.1087s
33	260437	141299	0.1409s
34	268213	66760	0.1223s
35	275989	51761	0.186s
36	283765	47485	0.1182s
37	291541	67521	0.1244s
38	299317	44437	0.1197s
39	307093	64461	0.1297s
40	314869	84471	0.1241s
41	322645	104479	0.4211s
This is the last UNSAT round.
