#iterationNumber	varNumber	clauseNumber	itertionTime
1	12077	31963	0.2297s
2	20325	35344	0.06559s
3	28573	56954	0.06993s
4	36821	78558	0.07866s
5	45069	85046	0.1064s
6	53317	101837	0.08497s
7	61565	81552	0.08341s
8	69813	103018	0.1043s
9	78061	89418	0.09073s
10	86309	76659	0.09745s
11	94557	97985	0.09893s
12	102805	71988	0.08504s
13	111053	93254	0.09367s
14	119301	114520	0.09349s
15	127549	135786	0.1073s
16	135797	86880	0.09236s
17	144045	108112	0.1002s
18	152293	129344	0.1135s
19	160541	81661	0.1132s
20	168789	102893	0.1076s
21	177037	124125	0.1045s
22	185285	145357	0.1213s
23	193533	92193	0.1107s
24	201781	113425	0.1119s
25	210029	134657	0.1117s
26	218277	155889	0.113s
27	226525	177121	0.132s
28	234773	105388	0.116s
29	243021	126620	0.1202s
30	251269	147852	0.1244s
31	259517	169084	0.1291s
32	267765	190316	0.1451s
33	276013	118581	0.2138s
34	284261	119774	0.1441s
35	292509	97576	0.134s
36	300757	118734	0.1381s
37	309005	139892	0.136s
38	317253	161050	0.1593s
39	325501	182208	0.1567s
40	333749	104578	0.2145s
41	341997	106600	0.1459s
42	350245	127750	0.1451s
43	358493	148900	0.1604s
44	366741	112939	0.158s
45	374989	134089	0.1784s
46	383237	155239	0.2479s
47	391485	118412	0.1579s
48	399733	139560	0.1616s
49	407981	160700	0.1683s
50	416229	181836	0.1862s
51	424477	122015	0.1677s
52	432725	143151	0.1836s
53	440973	164273	0.1692s
54	449221	185395	0.2504s
55	457469	118685	0.2389s
56	465717	118874	0.5039s
57	473965	117568	0.1884s
58	482213	119254	0.1825s
59	490461	140354	0.1876s
60	498709	161454	0.2355s
61	506957	113207	0.1846s
62	515205	134293	0.3087s
63	523453	111785	0.6402s
64	531701	104979	0.1898s
65	539949	106337	0.1922s
66	548197	127399	0.1903s
67	556445	148459	0.1974s
68	564693	169519	0.2035s
69	572941	190579	0.201s
70	581189	211639	0.2081s
71	589437	232699	0.2255s
72	597685	111482	0.2094s
73	605933	132542	0.207s
74	614181	153602	0.2097s
75	622429	174662	0.2153s
76	630677	195722	0.2072s
77	638925	216782	0.2192s
78	647173	237842	0.2153s
79	655421	258902	0.2444s
80	663669	120922	0.2166s
81	671917	141982	0.2228s
82	680165	163042	0.2224s
83	688413	184102	0.22s
84	696661	205162	0.2223s
85	704909	226222	0.2286s
86	713157	247282	0.2638s
87	721405	129194	0.2293s
88	729653	150254	0.2359s
89	737901	171314	0.2354s
90	746149	192374	0.2367s
91	754397	213434	0.2429s
92	762645	234494	0.2472s
93	770893	255554	0.2714s
94	779141	137454	0.2507s
95	787389	158514	0.2524s
96	795637	179574	0.2538s
97	803885	200634	0.2634s
98	812133	221694	0.2547s
99	820381	242754	0.2552s
100	828629	263814	0.2871s
101	836877	145070	0.2644s
102	845125	166130	0.2679s
103	853373	187190	0.2788s
104	861621	208250	0.275s
105	869869	229310	0.2768s
106	878117	250370	0.266s
107	886365	271430	0.3031s
108	894613	152511	0.2849s
109	902861	173571	0.2789s
110	911109	194631	0.2797s
111	919357	215691	0.28s
112	927605	236751	0.2825s
113	935853	257811	0.2914s
114	944101	278871	0.3559s
115	952349	159952	0.3218s
116	960597	181012	0.293s
117	968845	202072	0.2992s
118	977093	223132	0.2949s
119	985341	244192	0.2978s
120	993589	265252	0.3311s
121	1001837	286312	0.3257s
122	1010085	167393	0.302s
123	1018333	188453	0.3072s
124	1026581	209513	0.3128s
125	1034829	230573	0.3066s
126	1043077	251633	0.3129s
127	1051325	272693	0.3144s
128	1059573	293753	0.351s
129	1067821	174882	0.322s
130	1076069	195942	0.3357s
131	1084317	217002	0.3242s
132	1092565	238062	0.3244s
133	1100813	259122	0.3349s
134	1109061	280182	0.3352s
135	1117309	301242	0.3641s
