#iterationNumber	varNumber	clauseNumber	itertionTime
1	11773	31355	0.2191s
2	19717	33826	0.06541s
3	27661	54446	0.06315s
4	35605	74978	0.06054s
5	43549	95510	0.06438s
6	51493	116034	0.07577s
7	59437	40711	0.07006s
8	67381	61223	0.08403s
9	75325	43375	0.07873s
10	83269	44383	0.08085s
11	91213	64875	0.07604s
12	99157	85367	0.07869s
13	107101	105859	0.08699s
14	115045	49703	0.08255s
15	122989	70195	0.08787s
16	130933	90687	0.09479s
17	138877	53723	0.08946s
18	146821	74215	0.08979s
19	154765	94707	0.09688s
20	162709	115199	0.1067s
21	170653	59179	0.1236s
22	178597	60551	0.1035s
23	186541	61915	0.1572s
24	194485	63276	0.1084s
25	202429	83760	0.1068s
26	210373	104244	0.1081s
27	218317	124724	0.1278s
28	226261	66138	0.1157s
29	234205	86612	0.1742s
30	242149	63322	0.1137s
31	250093	83770	0.1229s
32	258037	64470	0.1184s
33	265981	84918	0.1164s
34	273925	105362	0.12s
35	281869	125806	0.1263s
36	289813	146250	0.1277s
37	297757	166694	0.1404s
38	305701	71928	0.1318s
39	313645	92372	0.2014s
40	321589	74451	0.1849s
41	329533	73848	0.153s
42	337477	94284	0.1615s
43	345421	114720	0.1623s
44	353365	135156	0.1707s
45	361309	75733	0.1594s
46	369253	96169	0.1554s
47	377197	116593	0.157s
48	385141	137017	0.1706s
49	393085	74041	0.1488s
50	401029	94457	0.6057s
51	408973	66408	0.4826s
52	416917	67705	0.1683s
53	424861	68805	0.1592s
54	432805	89209	0.1597s
55	440749	109613	0.164s
56	448693	130017	0.1635s
57	456637	150421	0.1739s
58	464581	170825	0.1797s
59	472525	191229	0.1738s
60	480469	211621	0.1892s
61	488413	66590	0.1732s
62	496357	86982	0.1677s
63	504301	107358	0.1666s
64	512245	127726	0.3677s
65	520189	49027	0.1748s
66	528133	69391	0.2122s
67	536077	89751	0.3579s
This is the last UNSAT round.
