#iterationNumber	varNumber	clauseNumber	itertionTime
1	11629	31067	0.209s
2	19429	33101	0.05956s
3	27229	53307	0.06267s
4	35029	73479	0.06368s
5	42829	35175	0.06059s
6	50629	55347	0.06365s
7	58429	75519	0.07174s
8	66229	37854	0.06877s
9	74029	58018	0.07915s
10	81829	39097	0.07275s
11	89629	39923	0.06962s
12	97429	60075	0.07335s
13	105229	80219	0.07467s
14	113029	100351	0.09295s
15	120829	40623	0.08719s
16	128629	41384	0.08524s
17	136429	61504	0.08263s
18	144229	81624	0.0842s
19	152029	101744	0.08991s
20	159829	44741	0.09139s
21	167629	64853	0.1027s
22	175429	45326	0.09893s
23	183229	65438	0.09313s
24	191029	85550	0.09852s
25	198829	105662	0.1081s
26	206629	47950	0.09782s
27	214429	68062	0.09865s
28	222229	88174	0.1166s
29	230029	48147	0.1019s
30	237829	68255	0.1213s
31	245629	88363	0.1372s
32	253429	49608	0.1134s
33	261229	49381	0.1142s
34	269029	69461	0.111s
35	276829	89537	0.1366s
36	284629	38456	0.5759s
This is the last UNSAT round.
