#iterationNumber	varNumber	clauseNumber	itertionTime
1	11541	30891	0.2106s
2	19253	32714	0.05925s
3	26965	52686	0.05613s
4	34677	72658	0.05806s
5	42389	92630	0.06566s
6	50101	34507	0.0628s
7	57813	54479	0.07055s
8	65525	74451	0.07571s
9	73237	36067	0.07522s
10	80949	36400	0.06922s
11	88661	56360	0.07332s
12	96373	76316	0.08521s
13	104085	37151	0.09301s
14	111797	35610	0.07667s
15	119509	55542	0.07474s
16	127221	75446	0.08839s
17	134933	34059	0.1631s
18	142645	32854	0.3698s
This is the last UNSAT round.
