#iterationNumber	varNumber	clauseNumber	itertionTime
1	11861	31531	0.2218s
2	19893	34284	0.05972s
3	27925	55150	0.06167s
4	35957	76010	0.06944s
5	43989	46741	0.06771s
6	52021	67553	0.1166s
7	60053	40250	0.06847s
8	68085	60954	0.07705s
9	76117	40709	0.07031s
10	84149	61405	0.07423s
11	92181	82101	0.07566s
12	100213	102795	0.0812s
13	108245	43783	0.08978s
14	116277	64459	0.08895s
15	124309	45009	0.08415s
16	132341	65633	0.08206s
17	140373	86253	0.08994s
18	148405	45882	0.1s
19	156437	46101	0.1183s
20	164469	66709	0.08925s
21	172501	87317	0.09155s
22	180533	107925	0.1093s
23	188565	49708	0.1162s
24	196597	47743	0.1757s
25	204629	46179	0.1094s
26	212661	45853	0.1353s
27	220693	46664	0.1039s
28	228725	67230	0.1355s
29	236757	44979	0.1097s
30	244789	65525	0.1349s
31	252821	41344	0.3107s
32	260853	37067	0.1098s
33	268885	37289	0.1629s
This is the last UNSAT round.
