#iterationNumber	varNumber	clauseNumber	itertionTime
1	4877	11880	0.07705s
2	8815	15820	0.0261s
3	12753	26104	0.02964s
4	16691	36388	0.02954s
5	20629	46660	0.03375s
6	24567	33140	0.03556s
7	28505	37445	0.03888s
8	32443	47709	0.03994s
9	36381	45263	0.03859s
10	40319	55511	0.03843s
11	44257	53449	0.0501s
12	48195	63697	0.04025s
13	52133	73945	0.0498s
14	56071	66068	0.04318s
15	60009	76308	0.04409s
16	63947	86548	0.05224s
17	67885	78501	0.0475s
18	71823	88741	0.05272s
19	75761	98981	0.05276s
20	79699	91521	0.04995s
21	83637	101761	0.1044s
22	87575	100315	0.05444s
23	91513	104555	0.08876s
24	95451	114795	0.06077s
25	99389	125035	0.06111s
26	103327	117018	0.06375s
27	107265	127258	0.106s
28	111203	125418	0.0649s
29	115141	129909	0.1298s
30	119079	132554	0.06878s
31	123017	135891	0.1609s
32	126955	139975	0.06649s
33	130893	150201	0.07837s
34	134831	160427	0.07967s
35	138769	152004	0.06932s
36	142707	162224	0.08467s
37	146645	172442	0.07889s
38	150583	182660	0.08148s
39	154521	168707	0.3635s
40	158459	171000	0.08096s
41	162397	181200	0.08981s
42	166335	191400	0.1581s
43	170273	181767	0.1075s
44	174211	179064	0.1619s
45	178149	175363	0.08211s
46	182087	185499	0.1024s
47	186025	181537	0.2041s
48	189963	184854	0.08759s
49	193901	194988	0.1296s
50	197839	192552	0.128s
51	201777	202686	0.095s
52	205715	212820	0.09758s
53	209653	204279	0.0993s
54	213591	214413	0.1031s
55	217529	224547	0.1711s
56	221467	207368	0.205s
57	225405	201071	0.09918s
58	229343	204611	0.106s
59	233281	214685	0.1329s
60	237219	224759	0.106s
61	241157	215225	0.1314s
62	245095	225295	0.237s
63	249033	221151	0.1215s
64	252971	224263	0.1248s
65	256909	234331	0.2147s
66	260847	230994	0.1271s
67	264785	233837	0.3673s
68	268723	235934	0.1287s
69	272661	239336	0.4409s
70	276599	205279	0.2117s
71	280537	208470	0.3061s
72	284475	210984	0.1286s
73	288413	220936	0.1222s
74	292351	215259	0.6465s
75	296289	213386	0.2187s
76	300227	215032	0.3524s
77	304165	216975	0.7523s
78	308103	217928	0.1494s
79	312041	220532	0.1554s
80	315979	230446	0.218s
81	319917	225244	1.18s
82	323855	217834	0.1685s
83	327793	227718	0.5489s
84	331731	222498	0.5334s
85	335669	224423	0.1554s
86	339607	226890	0.1657s
87	343545	236760	0.1758s
88	347483	246630	0.1762s
89	351421	256500	10.73s
This is the last UNSAT round.
