#iterationNumber	varNumber	clauseNumber	itertionTime
1	5549	13308	0.1008s
2	10159	18289	0.03806s
3	14769	30337	0.04344s
4	19379	42373	0.04704s
5	23989	36205	0.04633s
6	28599	48233	0.04516s
7	33209	60261	0.05581s
8	37819	53364	0.04918s
9	42429	65384	0.06549s
10	47039	77404	0.06037s
11	51649	68942	0.05568s
12	56259	80962	0.05505s
13	60869	92982	0.07212s
14	65479	104990	0.114s
15	70089	91638	0.07565s
16	74699	103634	0.08285s
17	79309	103574	0.07192s
18	83919	107772	0.08334s
19	88529	119764	0.09115s
20	93139	119638	0.07216s
21	97749	131630	0.07772s
22	102359	143622	0.1529s
23	106969	137840	0.1019s
24	111579	143729	0.07341s
25	116189	155721	0.1439s
26	120799	155545	0.1988s
27	125409	161544	0.1155s
28	130019	173536	0.1427s
29	134629	172686	0.09153s
30	139239	178260	0.09461s
31	143849	190252	0.1755s
32	148459	202244	0.1274s
33	153069	194768	0.1153s
34	157679	206756	0.2948s
35	162289	205574	0.1816s
36	166899	211133	0.1023s
37	171509	216579	0.1252s
38	176119	228567	0.1186s
39	180729	240555	0.09872s
40	185339	252543	0.1162s
41	189949	264531	0.1323s
42	194559	243607	0.1077s
43	199169	255595	0.115s
44	203779	267583	0.2217s
45	208389	279569	0.1404s
46	212999	265679	0.1312s
47	217609	277665	0.1289s
48	222219	289651	0.2765s
49	226829	282965	0.3151s
50	231439	287504	0.1561s
51	236049	299476	0.1409s
52	240659	298055	0.1681s
53	245269	310027	0.2071s
54	249879	321999	0.1624s
55	254489	314856	0.1741s
56	259099	326828	0.1437s
57	263709	338800	0.1669s
58	268319	350772	0.2821s
59	272929	337898	0.1629s
60	277539	349870	0.1874s
61	282149	349412	0.1577s
62	286759	361384	0.169s
63	291369	373356	0.1832s
64	295979	385328	0.2845s
65	300589	372714	0.266s
66	305199	384686	1.183s
67	309809	383136	0.174s
68	314419	395102	0.2278s
69	319029	407068	0.512s
70	323639	400667	0.1669s
71	328249	412633	0.233s
72	332859	424599	0.2207s
73	337469	417686	0.3951s
74	342079	429652	0.3033s
75	346689	428750	0.6228s
76	351299	433669	0.1864s
77	355909	438875	0.2072s
78	360519	450837	0.4076s
79	365129	450268	0.2271s
80	369739	462228	0.8476s
81	374349	460344	0.2649s
82	378959	472304	0.6523s
83	383569	471301	0.2877s
84	388179	483259	0.2067s
85	392789	495217	0.448s
86	397399	487822	0.4638s
87	402009	493317	1.066s
88	406619	498997	0.493s
89	411229	504479	0.4458s
90	415839	490619	0.8211s
91	420449	494107	0.2793s
92	425059	497505	0.4128s
93	429669	509419	0.3333s
94	434279	508216	0.64s
95	438889	512716	0.2619s
96	443499	524628	0.3133s
97	448109	536540	0.4186s
98	452719	528589	0.2909s
99	457329	540493	0.3452s
100	461939	533936	0.258s
101	466549	545840	0.2561s
102	471159	557744	0.4404s
103	475769	569648	0.4337s
104	480379	553496	0.3811s
105	484989	565400	0.3086s
106	489599	563406	0.2676s
107	494209	575310	0.2714s
108	498819	587214	1.065s
109	503429	576957	0.2848s
110	508039	588859	0.5464s
111	512649	587470	0.2661s
112	517259	599370	0.4288s
113	521869	595280	1.722s
114	526479	598675	1.339s
115	531089	603525	0.7795s
116	535699	608835	1.549s
117	540309	611866	0.9625s
118	544919	616855	0.8533s
119	549529	599288	0.2885s
120	554139	611150	0.7801s
121	558749	606487	0.3271s
122	563359	618349	1.63s
123	567969	616116	1.571s
124	572579	618419	1.011s
125	577189	623263	1.179s
126	581799	621977	0.388s
127	586409	633823	1.318s
128	591019	631518	0.3228s
129	595629	631623	1.894s
130	600239	631403	0.6939s
131	604849	630564	0.685s
132	609459	634918	0.3034s
133	614069	646730	0.3507s
134	618679	644114	0.3432s
135	623289	655926	0.3095s
136	627899	667738	3.03s
137	632509	649775	0.3079s
138	637119	661567	1.029s
139	641729	655381	1.296s
140	646339	658395	0.9084s
141	650949	658670	1.99s
142	655559	654786	4.547s
143	660169	652329	1.732s
144	664779	653821	0.3929s
145	669389	665565	8.144s
146	673999	641611	0.9414s
147	678609	643915	2.936s
148	683219	647008	2.951s
149	687829	635528	0.9245s
150	692439	639684	0.9928s
151	697049	642256	2.129s
152	701659	637955	0.4034s
153	706269	642377	0.4593s
154	710879	654045	2.623s
155	715489	650644	0.9148s
156	720099	654856	36.9s
This is the last UNSAT round.
