#iterationNumber	varNumber	clauseNumber	itertionTime
1	6125	14532	0.1105s
2	11311	20427	0.04528s
3	16497	33983	0.04521s
4	21683	47531	0.04581s
5	26869	42441	0.04823s
6	32055	55989	0.04437s
7	37241	69537	0.04905s
8	42427	83085	0.05865s
9	47613	72073	0.05382s
10	52799	85621	0.06562s
11	57985	99169	0.07362s
12	63171	94093	0.0742s
13	68357	107625	0.1171s
14	73543	107664	0.1002s
15	78729	114816	0.1043s
16	83915	121595	0.06905s
17	89101	128303	0.1032s
18	94287	141811	0.1283s
19	99473	141543	0.1087s
20	104659	148269	0.1002s
21	109845	161769	0.1313s
22	115031	161879	0.1096s
23	120217	175379	0.1123s
24	125403	175773	0.1608s
25	130589	182791	0.1847s
26	135775	189584	0.2575s
27	140961	196553	0.1373s
28	146147	203343	0.174s
29	151333	209348	0.327s
30	156519	216521	0.1288s
31	161705	230013	0.2146s
32	166891	230255	0.1249s
33	172077	236762	0.1582s
34	177263	250254	0.4073s
35	182449	249833	0.1531s
36	187635	256696	0.2321s
37	192821	270188	0.1323s
38	198007	270702	0.2819s
39	203193	284186	0.1389s
40	208379	283626	0.1307s
41	213565	297110	0.1277s
42	218751	310594	0.1812s
43	223937	304500	0.4748s
44	229123	310602	0.1532s
45	234309	317213	0.206s
46	239495	330695	0.1847s
47	244681	344177	0.1595s
48	249867	337529	0.1501s
49	255053	351011	0.1772s
50	260239	364493	0.3047s
51	265425	358141	0.1689s
52	270611	371623	0.2049s
53	275797	372019	0.2961s
54	280983	385501	0.1857s
55	286169	386155	0.1723s
56	291355	399637	0.3118s
57	296541	389009	0.1894s
58	301727	402469	0.1993s
59	306913	415929	0.7827s
60	312099	404225	0.3679s
61	317285	410509	0.4236s
62	322471	416046	0.1924s
63	327657	429492	0.1992s
64	332843	442938	0.2259s
65	338029	456384	0.4208s
66	343215	442015	0.2151s
67	348401	448883	0.1959s
68	353587	462329	0.6315s
69	358773	462566	0.274s
70	363959	458562	0.1938s
71	369145	471982	0.2245s
72	374331	485402	1.291s
73	379517	477302	0.3822s
74	384703	483830	0.2747s
75	389889	480846	0.8806s
76	395075	481898	0.2091s
77	400261	488147	0.5332s
78	405447	494315	0.5807s
79	410633	500482	0.2233s
80	415819	513866	0.2383s
81	421005	513167	0.4408s
82	426191	526551	0.2152s
83	431377	525775	0.233s
84	436563	539159	1.937s
85	441749	533947	0.3523s
86	446935	536121	0.5261s
87	452121	542390	0.3461s
88	457307	555752	2.949s
89	462493	542723	0.2334s
90	467679	545055	1.095s
91	472865	550546	0.923s
92	478051	553442	0.6514s
93	483237	558058	0.4966s
94	488423	563897	1.822s
95	493609	567794	0.4406s
96	498795	572318	0.4353s
97	503981	585640	0.6916s
98	509167	580253	0.2574s
99	514353	593571	0.2485s
100	519539	606889	0.6094s
101	524725	598481	0.6s
102	529911	611799	0.4464s
103	535097	610845	1.237s
104	540283	614795	8.221s
105	545469	590028	0.722s
106	550655	595447	3.731s
107	555841	587576	1.143s
108	561027	587553	0.3048s
109	566213	600763	1.923s
110	571399	593870	0.7466s
111	576585	599014	0.2884s
112	581771	603674	0.3328s
113	586957	616872	0.5895s
114	592143	630070	0.3997s
115	597329	620592	0.3391s
116	602515	633790	0.4019s
117	607701	646988	0.3842s
118	612887	637563	0.4952s
119	618073	650761	0.3427s
120	623259	648769	0.5064s
121	628445	661967	0.2908s
122	633631	675165	0.3338s
123	638817	688363	0.4457s
124	644003	671372	0.305s
125	649189	684570	0.7167s
126	654375	697768	1.654s
127	659561	686422	0.5215s
128	664747	692054	0.442s
129	669933	705248	0.3372s
130	675119	703098	0.4234s
131	680305	716292	0.4187s
132	685491	729486	0.5357s
133	690677	720110	0.3978s
134	695863	733304	1.877s
135	701049	731067	0.5951s
136	706235	736365	2.215s
137	711421	739296	23.41s
138	716607	730823	4.1s
139	721793	736079	0.3725s
140	726979	749247	0.396s
141	732165	762415	0.7959s
142	737351	752953	0.8525s
143	742537	758158	0.4336s
144	747723	771326	2.068s
145	752909	769143	0.3493s
146	758095	774486	0.3274s
147	763281	787654	0.4196s
148	768467	800822	0.3695s
149	773653	813990	0.3742s
150	778839	827158	0.3596s
151	784025	840326	1.432s
152	789211	804778	1.264s
153	794397	810027	0.5076s
154	799583	823183	0.8263s
155	804769	812169	51.71s
This is the last UNSAT round.
