#iterationNumber	varNumber	clauseNumber	itertionTime
1	2028	5135	0.03217s
2	3586	6761	0.01079s
3	5144	10749	0.01083s
4	6702	14723	0.01165s
5	8260	18693	0.01201s
6	9818	10272	0.01265s
7	11376	14234	0.0127s
8	12934	18192	0.01443s
9	14492	12756	0.01414s
10	16050	16710	0.01368s
11	17608	20664	0.01592s
12	19166	24614	0.01603s
13	20724	15490	0.01495s
14	22282	19412	0.01553s
15	23840	23318	0.01704s
16	25398	15846	0.01541s
17	26956	19748	0.01611s
18	28514	23650	0.01638s
19	30072	27552	0.01894s
20	31630	18200	0.01679s
21	33188	22058	0.01806s
22	34746	25912	0.02082s
23	36304	17709	0.01845s
24	37862	21559	0.01959s
25	39420	18225	0.01824s
26	40978	22063	0.01917s
27	42536	25897	0.01941s
28	44094	29731	0.02133s
29	45652	19645	0.02415s
30	47210	20167	0.0213s
31	48768	23993	0.02186s
32	50326	27815	0.02409s
33	51884	31633	0.02442s
34	53442	21209	0.0244s
35	55000	21024	0.02393s
36	56558	24816	0.02546s
37	58116	28608	0.02777s
38	59674	20022	0.03046s
39	61232	17628	0.02314s
40	62790	17355	0.02497s
41	64348	21109	0.1034s
This is the last UNSAT round.
