#iterationNumber	varNumber	clauseNumber	itertionTime
1	1588	4175	0.02646s
2	2706	5410	0.008225s
3	3824	8290	0.009461s
4	4942	11156	0.009087s
5	6060	14022	0.01002s
6	7178	10928	0.009319s
7	8296	13762	0.009597s
8	9414	16592	0.009635s
9	10532	19380	0.01027s
10	11650	22168	0.01132s
11	12768	10471	0.0105s
12	13886	13259	0.01059s
13	15004	16047	0.01096s
14	16122	18817	0.01156s
15	17240	21579	0.01441s
16	18358	9035	0.0122s
17	19476	11773	0.01185s
18	20594	14507	0.01256s
19	21712	17237	0.01335s
20	22830	8587	0.01641s
21	23948	7607	0.01339s
22	25066	10323	0.01316s
23	26184	13035	0.1232s
This is the last UNSAT round.
