#iterationNumber	varNumber	clauseNumber	itertionTime
1	1724	4447	0.02767s
2	2978	6047	0.01065s
3	4232	9363	0.009966s
4	5486	11899	0.011s
5	6740	15215	0.011s
6	7994	18531	0.01268s
7	9248	20724	0.01345s
8	10502	23962	0.01413s
9	11756	19929	0.01282s
10	13010	23135	0.02193s
11	14264	24473	0.01291s
12	15518	27627	0.01433s
13	16772	22224	0.01272s
14	18026	25354	0.01281s
15	19280	28484	0.01333s
16	20534	31614	0.01347s
17	21788	34744	0.01507s
18	23042	37874	0.01719s
19	24296	30408	0.01668s
20	25550	33538	0.01541s
21	26804	36668	0.02114s
22	28058	23051	0.01449s
23	29312	26097	0.01558s
24	30566	29141	0.01515s
25	31820	32183	0.01577s
26	33074	35225	0.01708s
27	34328	38263	0.1531s
This is the last UNSAT round.
