#iterationNumber	varNumber	clauseNumber	itertionTime
1	1676	4351	0.02667s
2	2882	5832	0.008903s
3	4088	8996	0.01021s
4	5294	12124	0.01051s
5	6500	12532	0.00949s
6	7706	15660	0.01179s
7	8912	18786	0.01112s
8	10118	18349	0.01222s
9	11324	21413	0.01166s
10	12530	24475	0.01362s
11	13736	19431	0.01144s
12	14942	22493	0.01203s
13	16148	25555	0.01281s
14	17354	28601	0.01506s
15	18560	25039	0.01379s
16	19766	27959	0.0124s
17	20972	30867	0.01277s
18	22178	33771	0.01357s
19	23384	36659	0.01709s
20	24590	6216	0.02674s
21	25796	5976	0.1363s
This is the last UNSAT round.
