#iterationNumber	varNumber	clauseNumber	itertionTime
1	3116	7447	0.05105s
2	5762	10617	0.01807s
3	8408	17453	0.02102s
4	11054	24285	0.01991s
5	13700	19836	0.01973s
6	16346	26620	0.02099s
7	18992	33392	0.02433s
8	21638	28456	0.02264s
9	24284	35216	0.0264s
10	26930	33841	0.02424s
11	29576	40583	0.02675s
12	32222	47307	0.05767s
13	34868	40118	0.03865s
14	37514	46838	0.02913s
15	40160	53554	0.03507s
16	42806	47430	0.0304s
17	45452	54134	0.03228s
18	48098	60798	0.0368s
19	50744	48764	0.03339s
20	53390	55414	0.0324s
21	56036	62048	0.03855s
22	58682	68680	0.03557s
23	61328	56473	0.03454s
24	63974	63105	0.03564s
25	66620	69733	0.05448s
26	69266	61370	0.03742s
27	71912	67960	0.05015s
28	74558	60671	0.03635s
29	77204	67235	0.04044s
30	79850	65559	0.03914s
31	82496	72123	0.04112s
32	85142	78687	0.03922s
33	87788	85251	0.04089s
34	90434	91815	0.04951s
35	93080	77864	0.04864s
36	95726	84420	0.04765s
37	98372	79202	0.06097s
38	101018	80591	0.05493s
39	103664	87119	0.06012s
40	106310	80758	0.05847s
41	108956	80431	0.04736s
42	111602	86929	0.0561s
43	114248	93423	0.0668s
44	116894	85015	0.07276s
45	119540	86315	0.04997s
46	122186	92789	0.05353s
47	124832	88300	0.09807s
48	127478	89425	0.05202s
49	130124	95879	0.07184s
50	132770	90958	0.06176s
51	135416	97402	0.05837s
52	138062	93959	0.07327s
53	140708	100395	0.1105s
54	143354	96076	0.1393s
55	146000	96361	0.06182s
56	148646	96075	0.0659s
57	151292	102479	0.09195s
58	153938	97844	0.09727s
59	156584	98597	0.1827s
60	159230	93996	0.1312s
61	161876	92831	0.3639s
This is the last UNSAT round.
