#iterationNumber	varNumber	clauseNumber	itertionTime
1	1696	4391	0.02731s
2	2922	5925	0.008974s
3	4148	9145	0.009622s
4	5374	12351	0.01059s
5	6600	15557	0.01167s
6	7826	16089	0.01943s
7	9052	16588	0.01074s
8	10278	19710	0.01122s
9	11504	22756	0.01109s
10	12730	25802	0.01159s
11	13956	28848	0.0137s
12	15182	15253	0.01249s
13	16408	18243	0.01162s
14	17634	21229	0.01344s
15	18860	10763	0.01415s
16	20086	7825	0.01248s
17	21312	10765	0.01291s
18	22538	13705	0.02811s
19	23764	7574	0.1334s
This is the last UNSAT round.
