#iterationNumber	varNumber	clauseNumber	itertionTime
1	1708	4455	0.02918s
2	2946	5613	0.00891s
3	4184	8757	0.008757s
4	5422	11897	0.009064s
5	6660	15033	0.009673s
6	7898	7336	0.009348s
7	9136	10464	0.01069s
8	10374	13580	0.01063s
9	11612	16688	0.01082s
10	12850	8346	0.01082s
11	14088	11446	0.01111s
12	15326	14538	0.01283s
13	16564	17626	0.0137s
14	17802	8781	0.01151s
15	19040	11861	0.01209s
16	20278	14937	0.0149s
17	21516	9234	0.01229s
18	22754	12302	0.01297s
19	23992	15366	0.01285s
20	25230	18430	0.01552s
21	26468	9668	0.01417s
22	27706	12724	0.01432s
23	28944	15776	0.01418s
24	30182	18824	0.01584s
25	31420	9338	0.01435s
26	32658	12370	0.01466s
27	33896	15398	0.0149s
28	35134	18422	0.015s
29	36372	21442	0.01719s
30	37610	7880	0.01602s
31	38848	10892	0.01631s
32	40086	13900	0.01746s
33	41324	7577	0.02433s
34	42562	7059	0.01803s
35	43800	6834	0.07742s
This is the last UNSAT round.
