#iterationNumber	varNumber	clauseNumber	itertionTime
1	1564	4127	0.02676s
2	2658	5295	0.008161s
3	3752	8099	0.00823s
4	4846	10903	0.008738s
5	5940	13699	0.008577s
6	7034	16495	0.009728s
7	8128	10203	0.009324s
8	9222	12999	0.009533s
9	10316	15795	0.01022s
10	11410	18583	0.01163s
11	12504	13083	0.01032s
12	13598	15829	0.01077s
13	14692	18561	0.01037s
14	15786	21293	0.01072s
15	16880	24023	0.01222s
16	17974	11123	0.01204s
17	19068	13807	0.01228s
18	20162	16489	0.01237s
19	21256	19165	0.01176s
20	22350	21833	0.014s
21	23444	7088	0.1127s
This is the last UNSAT round.
