#iterationNumber	varNumber	clauseNumber	itertionTime
1	11525	30859	0.2189s
2	19221	32656	0.06318s
3	26917	52600	0.05897s
4	34613	33608	0.05849s
5	42309	53528	0.06144s
6	50005	73448	0.06339s
7	57701	93364	0.0734s
8	65397	35561	0.07899s
9	73093	55465	0.0726s
10	80789	75369	0.07425s
11	88485	95273	0.07547s
12	96181	37618	0.07125s
13	103877	57520	0.07457s
14	111573	77422	0.07513s
15	119269	97318	0.07992s
16	126965	38045	0.104s
17	134661	38142	0.07855s
18	142357	58006	0.1023s
19	150053	34802	0.1636s
20	157749	33298	0.09144s
21	165445	32792	0.1572s
22	173141	32843	0.1139s
23	180837	32443	0.2506s
This is the last UNSAT round.
