#iterationNumber	varNumber	clauseNumber	itertionTime
1	11641	31091	0.2074s
2	19453	33207	0.05749s
3	27265	53435	0.05704s
4	35077	73663	0.06497s
5	42889	93891	0.06489s
6	50701	114111	0.0687s
7	58513	38370	0.0652s
8	66325	58590	0.07012s
9	74137	78810	0.07457s
10	81949	99030	0.09425s
11	89761	43081	0.09453s
12	97573	44213	0.08598s
13	105385	64425	0.08365s
14	113197	84637	0.106s
15	121009	44037	0.1081s
16	128821	44884	0.09406s
17	136633	65036	0.1042s
18	144445	44741	0.1008s
19	152257	64873	0.09763s
20	160069	85005	0.1046s
21	167881	105133	0.1082s
22	175693	46171	0.1033s
23	183505	66295	0.1061s
24	191317	86419	0.1061s
25	199129	106543	0.1363s
26	206941	43809	0.1095s
27	214753	63905	0.1083s
28	222565	42139	0.1868s
29	230377	38881	0.2072s
30	238189	38028	0.173s
31	246001	38352	0.1125s
32	253813	38608	0.1134s
33	261625	58688	0.3015s
This is the last UNSAT round.
