#iterationNumber	varNumber	clauseNumber	itertionTime
1	11665	31139	0.231s
2	19501	33303	0.06984s
3	27337	53609	0.06913s
4	35173	73861	0.06878s
5	43009	94113	0.07573s
6	50845	37451	0.08445s
7	58681	57703	0.07556s
8	66517	77955	0.0843s
9	74353	40687	0.07207s
10	82189	60923	0.07426s
11	90025	81159	0.07601s
12	97861	101395	0.08195s
13	105697	43627	0.08112s
14	113533	63863	0.08119s
15	121369	84099	0.08743s
16	129205	104335	0.09174s
17	137041	47426	0.08644s
18	144877	67662	0.08908s
19	152713	87894	0.08736s
20	160549	108114	0.1004s
21	168385	48616	0.09094s
22	176221	68836	0.0972s
23	184057	89056	0.09821s
24	191893	109276	0.1084s
25	199729	52090	0.1107s
26	207565	72290	0.1081s
27	215401	49018	0.1104s
28	223237	69216	0.1152s
29	231073	49761	0.112s
30	238909	69955	0.11s
31	246745	90137	0.148s
32	254581	49410	0.1241s
33	262417	46307	0.1563s
34	270253	40269	0.128s
35	278089	60405	0.134s
36	285925	37377	0.3648s
This is the last UNSAT round.
