#iterationNumber	varNumber	clauseNumber	itertionTime
1	11689	31187	0.2148s
2	19549	33487	0.05973s
3	27409	53887	0.06243s
4	35269	74287	0.06175s
5	43129	94687	0.06537s
6	50989	115087	0.0709s
7	58849	43814	0.08078s
8	66709	64194	0.09009s
9	74569	42118	0.1019s
10	82429	62412	0.1097s
11	90289	82690	0.08754s
12	98149	44891	0.09145s
13	106009	65161	0.07733s
14	113869	85427	0.09104s
15	121729	47849	0.08294s
16	129589	68115	0.08346s
17	137449	88381	0.1234s
18	145309	44076	0.1184s
19	153169	44810	0.09366s
20	161029	45504	0.1086s
21	168889	65740	0.1031s
22	176749	45614	0.125s
23	184609	45277	0.1195s
24	192469	43036	0.195s
25	200329	40848	0.09936s
26	208189	61026	0.1568s
27	216049	34320	0.3161s
This is the last UNSAT round.
