#iterationNumber	varNumber	clauseNumber	itertionTime
1	11509	30827	0.2066s
2	19189	32496	0.06128s
3	26869	52388	0.0617s
4	34549	72276	0.07244s
5	42229	34617	0.06377s
6	49909	54493	0.06576s
7	57589	74365	0.06635s
8	65269	34610	0.06458s
9	72949	54474	0.06472s
10	80629	74334	0.07485s
11	88309	34410	0.08306s
12	95989	34286	0.07194s
13	103669	54122	0.0783s
14	111349	34925	0.07423s
15	119029	54753	0.07468s
16	126709	74581	0.08858s
17	134389	35252	0.08048s
18	142069	55072	0.2309s
19	149749	33432	0.2992s
This is the last UNSAT round.
