#iterationNumber	varNumber	clauseNumber	itertionTime
1	11685	31179	0.2153s
2	19541	33433	0.06306s
3	27397	53801	0.06764s
4	35253	74161	0.0674s
5	43109	39180	0.06923s
6	50965	59474	0.07083s
7	58821	36785	0.06815s
8	66677	57039	0.07035s
9	74533	77283	0.07522s
10	82389	38839	0.08757s
11	90245	39096	0.07668s
12	98101	59332	0.07654s
13	105957	79568	0.08237s
14	113813	41594	0.1069s
15	121669	42412	0.08814s
16	129525	62648	0.09203s
17	137381	82876	0.1385s
18	145237	43339	0.1311s
19	153093	43169	0.08912s
20	160949	63389	0.1258s
21	168805	39737	0.1222s
22	176661	39578	0.1176s
23	184517	39866	0.09724s
24	192373	60050	0.1006s
25	200229	80234	0.09734s
26	208085	100418	0.1088s
27	215941	39648	0.1382s
28	223797	38588	0.2182s
29	231653	36190	0.1106s
30	239509	35254	0.2773s
This is the last UNSAT round.
