#iterationNumber	varNumber	clauseNumber	itertionTime
1	12045	31899	0.2209s
2	20261	35224	0.06902s
3	28477	56668	0.06911s
4	36693	78066	0.07462s
5	44909	56583	0.06896s
6	53125	77899	0.09496s
7	61341	62786	0.07273s
8	69557	84032	0.08059s
9	77773	105248	0.09066s
10	85989	65784	0.09059s
11	94205	86992	0.08064s
12	102421	108200	0.09581s
13	110637	74146	0.1254s
14	118853	68355	0.09374s
15	127069	52635	0.09747s
16	135285	73677	0.09152s
17	143501	94717	0.1018s
18	151717	51865	0.101s
19	159933	72905	0.133s
20	168149	52374	0.1035s
21	176365	73398	0.1052s
22	184581	56531	0.1097s
23	192797	77553	0.1135s
24	201013	98575	0.1176s
25	209229	62399	0.1447s
26	217445	64343	0.1116s
27	225661	85361	0.1132s
28	233877	106379	0.1273s
29	242093	66856	0.239s
30	250309	68073	0.1264s
31	258525	89077	0.179s
32	266741	65459	0.1225s
33	274957	86453	0.1274s
34	283173	107439	0.1264s
35	291389	128425	0.141s
36	299605	68562	0.1344s
37	307821	89514	0.1325s
38	316037	110466	0.1403s
39	324253	131418	0.1326s
40	332469	152370	0.1356s
41	340685	173322	0.1393s
42	348901	194274	0.1586s
43	357117	64444	0.1422s
44	365333	85396	0.1455s
45	373549	106348	0.1461s
46	381765	127300	0.1434s
47	389981	148252	0.1512s
48	398197	169204	0.1532s
49	406413	190156	0.1739s
50	414629	70520	0.1537s
51	422845	91472	0.1594s
52	431061	112424	0.1641s
53	439277	133376	0.1626s
54	447493	154328	0.1655s
55	455709	175280	0.1668s
56	463925	196232	0.1807s
57	472141	76526	0.1682s
58	480357	97478	0.1714s
59	488573	118430	0.1745s
60	496789	139382	0.1784s
61	505005	160334	0.1802s
62	513221	181286	0.1796s
63	521437	202238	0.2005s
64	529653	82532	0.1808s
65	537869	103484	0.1895s
66	546085	124436	0.186s
67	554301	145388	0.1915s
68	562517	166340	0.1875s
69	570733	187292	0.189s
70	578949	208244	0.2144s
71	587165	88492	0.1938s
72	595381	109444	0.195s
73	603597	130396	0.2003s
74	611813	151348	0.2057s
75	620029	172300	0.2078s
76	628245	193252	0.2173s
77	636461	214204	0.2977s
78	644677	94442	0.2332s
79	652893	115394	0.2272s
80	661109	96044	0.2214s
81	669325	116996	0.2208s
82	677541	137948	0.2217s
83	685757	158900	0.2198s
84	693973	179852	0.4851s
85	702189	99992	0.2257s
86	710405	120944	0.92s
87	718621	94601	0.2619s
88	726837	115537	1.436s
89	735053	88285	0.2389s
90	743269	89011	0.2353s
91	751485	109939	0.2396s
92	759701	130867	0.2343s
93	767917	151795	0.2411s
94	776133	172723	0.2377s
95	784349	193651	0.2462s
96	792565	214579	0.2415s
97	800781	235507	0.2862s
98	808997	256435	0.2661s
99	817213	46368	0.2574s
This is the last UNSAT round.
