#iterationNumber	varNumber	clauseNumber	itertionTime
1	12261	32451	0.2153s
2	20693	34930	0.06656s
3	29125	56834	0.06054s
4	37557	78726	0.06399s
5	45989	100614	0.07078s
6	54421	41880	0.06901s
7	62853	63744	0.06961s
8	71285	85600	0.0788s
9	79717	44978	0.07403s
10	88149	66806	0.07485s
11	96581	88634	0.0873s
12	105013	48472	0.08034s
13	113445	70276	0.08098s
14	121877	92058	0.0862s
15	130309	49863	0.09044s
16	138741	71615	0.09388s
17	147173	48480	0.09253s
18	155605	70200	0.08905s
19	164037	91908	0.09683s
20	172469	49749	0.09234s
21	180901	71457	0.09589s
22	189333	93145	0.09783s
23	197765	114829	0.1091s
24	206197	50474	0.1026s
25	214629	72154	0.1113s
26	223061	93830	0.1113s
27	231493	51948	0.122s
28	239925	73600	0.1157s
29	248357	95248	0.123s
30	256789	53161	0.1206s
31	265221	74781	0.1221s
32	273653	49869	0.1213s
33	282085	71477	0.1181s
34	290517	93081	0.1234s
35	298949	51210	0.1234s
36	307381	72814	0.128s
37	315813	94414	0.127s
38	324245	116014	0.1451s
39	332677	52810	0.1401s
40	341109	48201	0.13s
41	349541	69777	0.1531s
42	357973	47614	0.1392s
43	366405	69182	0.1356s
44	374837	90750	0.143s
45	383269	48332	0.144s
46	391701	69900	0.1464s
47	400133	91448	0.1512s
48	408565	112992	0.1425s
49	416997	134532	0.1644s
50	425429	44895	0.1783s
51	433861	44233	0.1603s
52	442293	65757	0.1626s
53	450725	87277	0.1595s
54	459157	43571	0.1526s
55	467589	65083	0.1771s
56	476021	86591	0.3682s
This is the last UNSAT round.
