#iterationNumber	varNumber	clauseNumber	itertionTime
1	11585	30979	0.2159s
2	19341	32896	0.06122s
3	27097	53028	0.05971s
4	34853	73160	0.06812s
5	42609	40131	0.06021s
6	50365	60235	0.07164s
7	58121	39523	0.06784s
8	65877	40798	0.06641s
9	73633	60894	0.06709s
10	81389	80990	0.06842s
11	89145	101086	0.06934s
12	96901	121182	0.08051s
13	104657	47668	0.07932s
14	112413	67764	0.09493s
15	120169	44201	0.09639s
16	127925	40535	0.08503s
17	135681	38020	0.08644s
18	143437	58060	0.09723s
19	151193	37428	0.08463s
20	158949	57432	0.08821s
21	166705	77436	0.08897s
22	174461	97440	0.1218s
23	182217	40051	0.092s
24	189973	60051	0.1093s
25	197729	36733	0.1015s
26	205485	56721	0.0977s
27	213241	36617	0.09625s
28	220997	56597	0.09743s
29	228753	76573	0.1014s
30	236509	96545	0.1038s
31	244265	116513	0.4944s
This is the last UNSAT round.
