#iterationNumber	varNumber	clauseNumber	itertionTime
1	11673	31155	0.217s
2	19517	33325	0.05787s
3	27361	53645	0.0636s
4	35205	73945	0.06279s
5	43049	94245	0.06376s
6	50893	114545	0.07952s
7	58737	38296	0.07143s
8	66581	58596	0.07759s
9	74425	40459	0.0844s
10	82269	40899	0.07288s
11	90113	61147	0.07393s
12	97957	81395	0.08201s
13	105801	43421	0.08332s
14	113645	63669	0.08309s
15	121489	83917	0.08167s
16	129333	104165	0.08842s
17	137177	47125	0.08517s
18	145021	67373	0.08693s
19	152865	87621	0.08806s
20	160709	107869	0.08989s
21	168553	128105	0.1022s
22	176397	50474	0.1023s
23	184241	70702	0.1144s
24	192085	52057	0.102s
25	199929	72277	0.1063s
26	207773	51948	0.1006s
27	215617	72162	0.1053s
28	223461	92372	0.1055s
29	231305	112572	0.1353s
30	239149	47376	0.1233s
31	246993	67564	0.2211s
32	254837	47191	0.1432s
33	262681	67371	0.1329s
34	270525	87551	0.1307s
35	278369	47615	0.1226s
36	286213	67793	0.122s
37	294057	87967	0.1194s
38	301901	108139	0.1833s
39	309745	36990	0.4177s
This is the last UNSAT round.
