#iterationNumber	varNumber	clauseNumber	itertionTime
1	11949	31707	0.2139s
2	20069	34714	0.06087s
3	28189	55902	0.06205s
4	36309	77088	0.06872s
5	44429	61962	0.06556s
6	52549	83144	0.07248s
7	60669	104322	0.08885s
8	68789	88685	0.07085s
9	76909	109835	0.09077s
10	85029	86135	0.07563s
11	93149	107165	0.1004s
12	101269	69228	0.08212s
13	109389	90244	0.08481s
14	117509	111256	0.09168s
15	125629	79673	0.08678s
16	133749	100681	0.08821s
17	141869	121689	0.09203s
18	149989	142695	0.1158s
19	158109	94856	0.1073s
20	166229	96425	0.09861s
21	174349	117345	0.1254s
22	182469	60305	0.1117s
23	190589	81139	0.1053s
24	198709	58149	0.104s
25	206829	78959	0.1678s
26	214949	50332	0.1004s
27	223069	71126	0.1049s
28	231189	91920	0.1077s
29	239309	112714	0.1282s
30	247429	49213	0.1228s
31	255549	42431	0.1073s
32	263669	63205	0.109s
33	271789	83979	0.1193s
34	279909	46625	0.1225s
35	288029	67399	0.119s
36	296149	88173	0.132s
37	304269	50822	0.1255s
38	312389	71596	0.1301s
39	320509	92370	0.145s
40	328629	54873	0.1574s
41	336749	55324	0.1354s
42	344869	56424	0.2007s
43	352989	56988	0.1399s
44	361109	77754	0.1628s
45	369229	58650	0.1332s
46	377349	79412	0.1555s
47	385469	59365	0.1699s
48	393589	57060	0.1874s
49	401709	58081	0.1413s
50	409829	78835	0.1551s
51	417949	60221	0.2465s
52	426069	54062	0.1486s
53	434189	74780	0.3291s
This is the last UNSAT round.
