#iterationNumber	varNumber	clauseNumber	itertionTime
1	11849	31507	0.2201s
2	19869	34226	0.07131s
3	27889	38426	0.069s
4	35909	42017	0.06251s
5	43929	62765	0.06679s
6	51949	83449	0.07792s
7	59969	44196	0.06838s
8	67989	64862	0.07064s
9	76009	85528	0.07582s
10	84029	46696	0.07376s
11	92049	67362	0.07751s
12	100069	88028	0.08085s
13	108089	51079	0.07783s
14	116109	71745	0.0999s
15	124129	49111	0.08342s
16	132149	69747	0.08803s
17	140169	52192	0.08758s
18	148189	72828	0.08758s
19	156209	93464	0.08852s
20	164229	114100	0.09878s
21	172249	58569	0.09215s
22	180269	79193	0.09462s
23	188289	99815	0.09983s
24	196309	120431	0.09901s
25	204329	141047	0.1214s
26	212349	66606	0.1111s
27	220369	68328	0.1079s
28	228389	88944	0.127s
29	236409	71695	0.11s
30	244429	92311	0.1149s
31	252449	112927	0.1206s
32	260469	133541	0.1514s
33	268489	70636	0.1174s
34	276509	91236	0.1178s
35	284529	111836	0.1199s
36	292549	132436	0.1262s
37	300569	153036	0.1352s
38	308589	77746	0.1305s
39	316609	98346	0.1316s
40	324629	118946	0.1638s
41	332649	81465	0.1469s
42	340669	102065	0.2384s
43	348689	83535	0.1368s
44	356709	84833	0.1384s
45	364729	105433	0.1416s
46	372749	126017	0.2455s
47	380769	75639	0.1449s
48	388789	96219	0.1608s
49	396809	77463	0.1488s
50	404829	98035	0.2292s
51	412849	70402	0.16s
52	420869	90966	0.1609s
53	428889	68251	0.1533s
54	436909	88815	0.1597s
55	444929	109379	0.1562s
56	452949	129935	0.1592s
57	460969	150475	0.1585s
58	468989	171015	0.1696s
59	477009	62202	0.1888s
60	485029	82718	0.174s
61	493049	50224	0.169s
62	501069	70728	0.1663s
63	509089	91232	0.1762s
64	517109	111736	0.1879s
65	525129	132232	0.3322s
This is the last UNSAT round.
