#iterationNumber	varNumber	clauseNumber	itertionTime
1	11601	31011	0.2181s
2	19373	32970	0.05624s
3	27145	53112	0.06202s
4	34917	73250	0.06451s
5	42689	37090	0.0652s
6	50461	57210	0.06783s
7	58233	77318	0.06799s
8	66005	37185	0.06561s
9	73777	57291	0.0776s
10	81549	77391	0.07362s
11	89321	38639	0.07821s
12	97093	39146	0.073s
13	104865	59210	0.08147s
14	112637	39282	0.0743s
15	120409	59338	0.09062s
16	128181	40252	0.08575s
17	135953	60304	0.08278s
18	143725	80344	0.1009s
19	151497	37646	0.08503s
20	159269	57662	0.08741s
21	167041	77674	0.08552s
22	174813	97686	0.1177s
23	182585	37082	0.1098s
24	190357	37404	0.09864s
25	198129	57412	0.1247s
26	205901	34850	0.4212s
This is the last UNSAT round.
