#iterationNumber	varNumber	clauseNumber	itertionTime
1	11421	30651	0.2137s
2	19013	32077	0.06043s
3	26605	51789	0.06015s
4	34197	33410	0.05734s
5	41789	53110	0.05845s
6	49381	72810	0.06082s
7	56973	92510	0.06581s
8	64565	35128	0.06482s
9	72157	54828	0.06498s
10	79749	74528	0.06805s
11	87341	94228	0.07782s
12	94933	37165	0.07397s
13	102525	56845	0.0746s
14	110117	37452	0.07668s
15	117709	57124	0.07286s
16	125301	76792	0.08669s
17	132893	37839	0.07831s
18	140485	57505	0.0923s
19	148077	37851	0.0986s
20	155669	36226	0.09648s
21	163261	35934	0.09711s
22	170853	55582	0.08686s
23	178445	75230	0.09228s
24	186037	37236	0.09742s
25	193629	56884	0.1027s
26	201221	76532	0.1012s
27	208813	34681	0.4335s
This is the last UNSAT round.
