#iterationNumber	varNumber	clauseNumber	itertionTime
1	13189	34423	0.2367s
2	22549	38269	0.06549s
3	31909	62573	0.07015s
4	41269	86877	0.07038s
5	50629	111169	0.08437s
6	59989	51050	0.07601s
7	69349	75300	0.07515s
8	78709	99534	0.09183s
9	88069	59198	0.08286s
10	97429	83432	0.08579s
11	106789	107658	0.09294s
12	116149	67904	0.08745s
13	125509	92126	0.09372s
14	134869	116348	0.09331s
15	144229	140570	0.1063s
16	153589	79966	0.1057s
17	162949	104172	0.1018s
18	172309	128378	0.1028s
19	181669	152580	0.129s
20	191029	91383	0.1208s
21	200389	94090	0.1098s
22	209749	118272	0.1316s
23	219109	142454	0.124s
24	228469	100662	0.1214s
25	237829	124832	0.1314s
26	247189	148982	0.1289s
27	256549	107893	0.128s
28	265909	132013	0.1295s
29	275269	156103	0.1236s
30	284629	180189	0.1413s
31	293989	204275	0.1428s
32	303349	116062	0.1436s
33	312709	140148	0.1386s
34	322069	164234	0.1438s
35	331429	188320	0.1579s
36	340789	126368	0.1474s
37	350149	150450	0.1541s
38	359509	174532	0.1503s
39	368869	198614	0.1689s
40	378229	134908	0.1628s
41	387589	158946	0.1585s
42	396949	182980	0.1549s
43	406309	207010	0.1792s
44	415669	126984	0.163s
45	425029	151006	0.1659s
46	434389	175016	0.1704s
47	443749	199022	0.1821s
48	453109	127866	0.1996s
49	462469	151860	0.184s
50	471829	130562	0.1773s
51	481189	154548	0.1748s
52	490549	178534	0.1753s
53	499909	202520	0.1777s
54	509269	226506	0.1958s
55	518629	141052	0.22s
56	527989	165034	0.2016s
57	537349	139976	0.2075s
58	546709	163924	0.1985s
59	556069	187872	0.2136s
60	565429	143273	0.2086s
61	574789	167209	0.245s
62	584149	146035	0.199s
63	593509	169933	0.216s
64	602869	193827	0.2212s
65	612229	139169	0.2016s
66	621589	163055	0.2183s
67	630949	186941	0.2089s
68	640309	210811	0.2279s
69	649669	141939	0.2299s
70	659029	165801	0.2308s
71	668389	189643	0.2401s
72	677749	138607	0.218s
73	687109	162449	0.2249s
74	696469	186291	0.23s
75	705829	210133	0.2382s
76	715189	142126	0.2274s
77	724549	165960	0.2887s
78	733909	144381	0.2345s
79	743269	168179	0.2309s
80	752629	191973	0.2299s
81	761989	215767	0.2711s
82	771349	142655	0.2445s
83	780709	166449	0.2599s
84	790069	190243	0.2659s
85	799429	146320	0.2484s
86	808789	170110	0.2537s
87	818149	193900	0.3135s
88	827509	150035	0.2743s
89	836869	173825	0.2624s
90	846229	197601	0.2694s
91	855589	148211	0.2656s
92	864949	171967	0.2698s
93	874309	195721	0.2682s
94	883669	219461	0.2786s
95	893029	130863	0.2609s
96	902389	154595	0.2713s
97	911749	178323	0.3065s
98	921109	124721	0.2834s
99	930469	148415	0.2833s
100	939829	172109	0.3125s
101	949189	107807	0.2903s
102	958549	131489	0.2897s
103	967909	155167	0.3206s
104	977269	106025	0.3619s
105	986629	105671	0.2889s
106	995989	129337	0.3085s
107	1005349	106305	0.2941s
108	1014709	129959	0.292s
109	1024069	153613	0.2948s
110	1033429	177267	0.3418s
111	1042789	106603	0.3394s
112	1052149	101854	0.3126s
113	1061509	125486	0.3756s
114	1070869	99116	0.3576s
115	1080229	97125	0.6798s
116	1089589	90428	0.3462s
This is the last UNSAT round.
