#iterationNumber	varNumber	clauseNumber	itertionTime
1	8335	22923	0.1539s
2	14061	27555	0.04549s
3	19787	43001	0.0485s
4	25513	58359	0.0518s
5	31239	50017	0.05418s
6	36965	65335	0.06028s
7	42691	64176	0.05847s
8	48417	79402	0.06391s
9	54143	60569	0.05405s
10	59869	75685	0.05589s
11	65595	90797	0.06195s
12	71321	105895	0.0651s
13	77047	63643	0.1178s
14	82773	67529	0.0716s
15	88499	66713	0.08153s
16	94225	81725	0.07786s
17	99951	67852	0.1398s
18	105677	67295	0.09155s
19	111403	27371	0.1535s
20	117129	27175	0.06669s
21	122855	42089	0.06891s
22	128581	56999	0.0693s
23	134307	71905	0.2062s
This is the last UNSAT round.
