#iterationNumber	varNumber	clauseNumber	itertionTime
1	8259	22771	0.1516s
2	13909	27212	0.04571s
3	19559	42386	0.04679s
4	25209	57506	0.04983s
5	30859	72622	0.05797s
6	36509	45470	0.05547s
7	42159	60468	0.05489s
8	47809	75432	0.06028s
9	53459	35750	0.05383s
10	59109	50618	0.06382s
11	64759	35807	0.06061s
12	70409	28129	0.0578s
13	76059	42923	0.06058s
14	81709	27381	0.06854s
15	87359	26858	0.07716s
16	93009	26303	0.07853s
17	98659	26113	0.06534s
18	104309	40871	0.06203s
19	109959	55625	0.3257s
This is the last UNSAT round.
