#iterationNumber	varNumber	clauseNumber	itertionTime
1	8539	23331	0.1586s
2	14469	28515	0.04819s
3	20399	44657	0.04767s
4	26329	60799	0.04884s
5	32259	76873	0.05542s
6	38189	75828	0.0559s
7	44119	91888	0.05487s
8	50049	107948	0.05721s
9	55979	124008	0.06581s
10	61909	121231	0.06712s
11	67839	137183	0.06598s
12	73769	153097	0.06655s
13	79699	168983	0.1104s
14	85629	150059	0.1747s
15	91559	119319	0.08803s
16	97489	134913	0.07636s
17	103419	150499	0.09198s
18	109349	99027	0.07279s
19	115279	114547	0.07607s
20	121209	130061	0.09656s
21	127139	96673	0.07549s
22	133069	112153	0.079s
23	138999	127633	0.08864s
24	144929	46235	0.07741s
25	150859	61625	0.08297s
26	156789	34066	0.09281s
27	162719	33254	0.09577s
28	168649	32869	0.08356s
29	174579	48205	0.1076s
30	180509	27853	0.3738s
This is the last UNSAT round.
