#iterationNumber	varNumber	clauseNumber	itertionTime
1	7991	22235	0.1529s
2	13373	25938	0.04514s
3	18755	40364	0.0431s
4	24137	54778	0.05071s
5	29519	39952	0.04543s
6	34901	54334	0.05165s
7	40283	68712	0.05961s
8	45665	45390	0.05513s
9	51047	59700	0.06168s
10	56429	74002	0.07533s
11	61811	39216	0.05337s
12	67193	53510	0.05694s
13	72575	67804	0.07615s
14	77957	41086	0.05699s
15	83339	55368	0.06966s
16	88721	32928	0.06256s
17	94103	26340	0.08269s
18	99485	25964	0.1152s
19	104867	25491	0.06741s
20	110249	25206	0.06355s
21	115631	39424	0.2328s
This is the last UNSAT round.
