#iterationNumber	varNumber	clauseNumber	itertionTime
1	8303	22859	0.1643s
2	13997	27431	0.04926s
3	19691	42833	0.05536s
4	25385	42706	0.05541s
5	31079	57920	0.05432s
6	36773	54209	0.05465s
7	42467	69305	0.06073s
8	48161	61389	0.0572s
9	53855	76421	0.05952s
10	59549	91393	0.061s
11	65243	41777	0.07111s
12	70937	43402	0.07465s
13	76631	45142	0.05897s
14	82325	60040	0.07903s
15	88019	28035	0.06446s
16	93713	27199	0.09377s
17	99407	26864	0.0709s
18	105101	26137	0.1157s
19	110795	25927	0.2159s
This is the last UNSAT round.
