#iterationNumber	varNumber	clauseNumber	itertionTime
1	8175	22603	0.1592s
2	13741	26735	0.04456s
3	19307	41717	0.04489s
4	24873	56691	0.05283s
5	30439	46147	0.05064s
6	36005	61029	0.05326s
7	41571	75775	0.0571s
8	47137	55181	0.05365s
9	52703	69859	0.05122s
10	58269	84537	0.05232s
11	63835	99215	0.05839s
12	69401	39539	0.0563s
13	74967	54217	0.05489s
14	80533	68895	0.06759s
15	86099	42942	0.06882s
16	91665	38459	0.0719s
17	97231	38696	0.07164s
18	102797	27899	0.06458s
19	108363	42521	0.07483s
20	113929	27098	0.07462s
21	119495	26756	0.0776s
22	125061	26214	0.1038s
23	130627	26028	0.07672s
24	136193	25917	0.1658s
25	141759	25625	0.2074s
This is the last UNSAT round.
