#iterationNumber	varNumber	clauseNumber	itertionTime
1	8459	23171	0.164s
2	14309	28169	0.04711s
3	20159	43991	0.04895s
4	26009	59805	0.05748s
5	31859	55828	0.0549s
6	37709	71602	0.05314s
7	43559	87360	0.06162s
8	49409	80096	0.06678s
9	55259	95754	0.0753s
10	61109	92090	0.08195s
11	66959	61556	0.05847s
12	72809	76924	0.06807s
13	78659	92268	0.07091s
14	84509	45147	0.06348s
15	90359	60447	0.06988s
16	96209	44526	0.06797s
17	102059	59814	0.06822s
18	107909	75066	0.08892s
19	113759	43343	0.07104s
20	119609	58567	0.07406s
21	125459	33403	0.08505s
22	131309	30641	0.07103s
23	137159	45831	0.09389s
24	143009	29604	0.08813s
25	148859	27583	0.1772s
26	154709	26812	0.1039s
27	160559	26500	0.1925s
This is the last UNSAT round.
