#iterationNumber	varNumber	clauseNumber	itertionTime
1	8631	23515	0.1678s
2	14653	28943	0.05022s
3	20675	45397	0.04994s
4	26697	54522	0.05296s
5	32719	70886	0.05336s
6	38741	87092	0.05531s
7	44763	103298	0.0617s
8	50785	96528	0.06701s
9	56807	112732	0.08244s
10	62829	115099	0.08915s
11	68851	107532	0.07272s
12	74873	123492	0.06612s
13	80895	139452	0.08389s
14	86917	114079	0.07073s
15	92939	129985	0.1449s
16	98961	97924	0.08248s
17	104983	72918	0.06945s
18	111005	88682	0.07657s
19	117027	104368	0.08272s
20	123049	67642	0.09191s
21	129071	37993	0.09434s
22	135093	35005	0.08891s
23	141115	29137	0.09804s
24	147137	28695	0.0796s
25	153159	28161	0.07484s
26	159181	43679	0.07978s
27	165203	59193	0.2831s
This is the last UNSAT round.
