#iterationNumber	varNumber	clauseNumber	itertionTime
1	8187	22627	0.163s
2	13765	26841	0.04374s
3	19343	41827	0.04422s
4	24921	56803	0.05041s
5	30499	45052	0.06178s
6	36077	50996	0.0516s
7	41655	65936	0.0577s
8	47233	80876	0.07112s
9	52811	69432	0.06075s
10	58389	66661	0.05933s
11	63967	81437	0.0591s
12	69545	96175	0.07571s
13	75123	31243	0.0726s
14	80701	30087	0.06023s
15	86279	30352	0.06738s
16	91857	28345	0.07448s
17	97435	26444	0.155s
18	103013	25968	0.06553s
19	108591	40582	0.1133s
20	114169	25639	0.1588s
This is the last UNSAT round.
