#iterationNumber	varNumber	clauseNumber	itertionTime
1	8515	23283	0.1609s
2	14421	28405	0.04849s
3	20327	44495	0.05073s
4	26233	60585	0.05382s
5	32139	63883	0.05294s
6	38045	79897	0.05508s
7	43951	95885	0.0614s
8	49857	111859	0.07343s
9	55763	106712	0.06036s
10	61669	122682	0.09012s
11	67575	121474	0.08721s
12	73481	127466	0.0813s
13	79387	143168	0.07977s
14	85293	110865	0.06645s
15	91199	126529	0.06918s
16	97105	142177	0.07445s
17	103011	157653	0.1078s
18	108917	103958	0.12s
19	114823	108358	0.08776s
20	120729	112043	0.1432s
21	126635	111200	0.07763s
22	132541	126616	0.08368s
23	138447	117295	0.08377s
24	144353	132711	0.08343s
25	150259	148123	0.1509s
26	156165	67420	0.07999s
27	162071	82784	0.1065s
28	167977	67458	0.09097s
29	173883	54044	0.08832s
30	179789	69366	0.08778s
31	185695	84664	0.1464s
32	191601	29630	0.1252s
33	197507	29589	0.08954s
34	203413	44859	0.1139s
35	209319	26961	0.194s
This is the last UNSAT round.
