#iterationNumber	varNumber	clauseNumber	itertionTime
1	8331	22915	0.1716s
2	14053	27548	0.04727s
3	19775	43062	0.04753s
4	25497	58492	0.0525s
5	31219	53965	0.05191s
6	36941	69387	0.06397s
7	42663	72287	0.1094s
8	48385	81130	0.08254s
9	54107	72636	0.05915s
10	59829	87816	0.06351s
11	65551	64068	0.06613s
12	71273	79234	0.0701s
13	76995	59376	0.07159s
14	82717	74432	0.07076s
15	88439	35110	0.06446s
16	94161	50108	0.06808s
17	99883	35529	0.06783s
18	105605	50503	0.06368s
19	111327	65457	0.0753s
20	117049	31298	0.07749s
21	122771	28999	0.08974s
22	128493	26579	0.1641s
23	134215	26311	0.07936s
24	139937	26101	0.2325s
This is the last UNSAT round.
