#iterationNumber	varNumber	clauseNumber	itertionTime
1	8727	23707	0.1656s
2	14845	29377	0.05105s
3	20963	46135	0.05524s
4	27081	62877	0.05776s
5	33199	70147	0.06264s
6	39317	86887	0.05962s
7	45435	103627	0.06417s
8	51553	110121	0.07157s
9	57671	126859	0.06708s
10	63789	143597	0.07409s
11	69907	149999	0.07107s
12	76025	166737	0.08477s
13	82143	183475	0.09414s
14	88261	200213	0.09675s
15	94379	203170	0.09109s
16	100497	219900	0.09778s
17	106615	236628	0.1086s
18	112733	241271	0.09416s
19	118851	257867	0.101s
20	124969	274301	0.1303s
21	131087	195699	0.09382s
22	137205	212127	0.2508s
23	143323	212773	0.09438s
24	149441	229179	0.1144s
25	155559	245565	0.1207s
26	161677	220689	0.1735s
27	167795	223797	0.1099s
28	173913	240137	0.137s
29	180031	179238	0.1003s
30	186149	195416	0.1572s
31	192267	132021	0.08835s
32	198385	147855	0.1098s
33	204503	47830	0.1433s
34	210621	46725	0.0936s
35	216739	28695	0.3344s
This is the last UNSAT round.
