#iterationNumber	varNumber	clauseNumber	itertionTime
1	8507	23267	0.1569s
2	14405	28365	0.04681s
3	20303	44447	0.05331s
4	26201	60527	0.05186s
5	32099	60743	0.05566s
6	37997	76671	0.06479s
7	43895	71715	0.05426s
8	49793	87437	0.05573s
9	55691	103143	0.06387s
10	61589	85022	0.0585s
11	67487	100728	0.06099s
12	73385	116434	0.06241s
13	79283	132140	0.06444s
14	85181	147846	0.08118s
15	91079	121137	0.06965s
16	96977	136839	0.07001s
17	102875	152541	0.08192s
18	108773	168151	0.09075s
19	114671	141456	0.08559s
20	120569	157014	0.141s
21	126467	172552	0.1428s
22	132365	155905	0.1308s
23	138263	162116	0.08571s
24	144161	177644	0.08889s
25	150059	193168	0.08836s
26	155957	208646	0.174s
27	161855	127544	0.1066s
28	167753	119479	0.136s
29	173651	121896	0.1878s
30	179549	49476	0.09044s
31	185447	33571	0.08413s
32	191345	48873	0.08538s
33	197243	64175	0.09025s
34	203141	79477	0.08977s
35	209039	94779	0.1516s
36	214937	28882	0.1054s
37	220835	28540	0.1004s
38	226733	43806	0.2134s
This is the last UNSAT round.
