#iterationNumber	varNumber	clauseNumber	itertionTime
1	8519	23291	0.1567s
2	14429	28508	0.05033s
3	20339	44594	0.04802s
4	26249	60680	0.05631s
5	32159	60824	0.05621s
6	38069	76898	0.05371s
7	43979	92972	0.05562s
8	49889	109046	0.06248s
9	55799	97330	0.05833s
10	61709	113186	0.06081s
11	67619	129042	0.0621s
12	73529	144898	0.101s
13	79439	130562	0.07713s
14	85349	146340	0.08265s
15	91259	114220	0.1066s
16	97169	57807	0.08233s
17	103079	58452	0.08184s
18	108989	44955	0.08787s
19	114899	40724	0.07083s
20	120809	38121	0.06997s
21	126719	53557	0.06997s
22	132629	68969	0.07093s
23	138539	84381	0.09836s
24	144449	35872	0.08824s
25	150359	28444	0.1301s
26	156269	27822	0.1233s
27	162179	27672	0.2553s
This is the last UNSAT round.
