#iterationNumber	varNumber	clauseNumber	itertionTime
1	3098	7323	0.04976s
2	5920	11458	0.02225s
3	8742	18910	0.02314s
4	11564	26362	0.02565s
5	14386	25150	0.02815s
6	17208	29778	0.03439s
7	20030	34384	0.02846s
8	22852	41836	0.04179s
9	25674	43602	0.03073s
10	28496	48192	0.03809s
11	31318	55644	0.04222s
12	34140	57286	0.03664s
13	36962	64738	0.04376s
14	39784	66472	0.03667s
15	42606	73924	0.03735s
16	45428	81376	0.07915s
17	48250	80316	0.04957s
18	51072	84952	0.0542s
19	53894	92404	0.05008s
20	56716	94288	0.06539s
21	59538	101740	0.06861s
22	62360	103612	0.0623s
23	65182	111064	0.04802s
24	68004	112890	0.0609s
25	70826	120342	0.09393s
26	73648	122148	0.06247s
27	76470	126768	0.07609s
28	79292	134220	0.09369s
29	82114	135938	0.121s
30	84936	139909	0.06943s
31	87758	144471	0.06006s
32	90580	151915	0.05834s
33	93402	159359	0.08466s
34	96224	158129	0.07287s
35	99046	165573	0.07245s
36	101868	173017	0.131s
37	104690	171760	0.06176s
38	107512	176338	0.06981s
39	110334	183782	0.07393s
40	113156	191226	0.08195s
41	115978	198670	0.06839s
42	118800	194503	0.07011s
43	121622	201947	0.07284s
44	124444	209391	0.08979s
45	127266	216835	0.08183s
46	130088	224279	0.1264s
47	132910	217258	0.239s
48	135732	221812	0.07625s
49	138554	226299	0.07729s
50	141376	233743	0.07668s
51	144198	241187	0.08071s
52	147020	248631	0.08579s
53	149842	256075	0.1404s
54	152664	263519	0.1218s
55	155486	253241	0.2127s
56	158308	253785	0.0864s
57	161130	258272	0.1804s
58	163952	265606	0.09997s
59	166774	251870	0.08748s
60	169596	259204	0.188s
61	172418	260478	0.08859s
62	175240	267812	0.09705s
63	178062	275146	0.09398s
64	180884	282480	0.1376s
65	183706	277820	0.1491s
66	186528	282175	0.1113s
67	189350	289509	0.2724s
68	192172	289151	0.09881s
69	194994	293413	0.09808s
70	197816	300741	0.2035s
71	200638	300381	0.3756s
72	203460	304691	0.1121s
73	206282	308820	0.4412s
74	209104	313142	0.131s
75	211926	317506	0.1638s
76	214748	324834	0.1233s
77	217570	332162	0.2074s
78	220392	330514	0.1196s
79	223214	337842	0.1493s
80	226036	345170	0.1649s
81	228858	352498	0.1857s
82	231680	347710	0.2385s
83	234502	355038	0.155s
84	237324	356368	0.138s
85	240146	363696	0.2734s
86	242968	371024	0.4342s
87	245790	367805	0.1431s
88	248612	375133	0.3594s
89	251434	376269	0.1294s
90	254256	383597	0.1377s
91	257078	384793	0.3151s
92	259900	389045	0.164s
93	262722	396373	0.2s
94	265544	403701	0.1353s
95	268366	401885	0.5531s
96	271188	401119	0.1467s
97	274010	405407	0.1403s
98	276832	412723	0.4861s
99	279654	413977	1.788s
100	282476	418277	0.1537s
101	285298	422481	0.4549s
102	288120	425616	0.2183s
103	290942	429854	0.1957s
104	293764	437170	0.1568s
105	296586	438368	0.1627s
106	299408	445684	0.272s
107	302230	445600	0.3277s
108	305052	449858	0.544s
109	307874	454086	1.789s
110	310696	457985	3.922s
111	313518	459319	2.787s
112	316340	461666	2.575s
113	319162	465289	0.3214s
114	321984	469547	1.999s
115	324806	472551	3.357s
116	327628	476521	1.137s
117	330450	478081	3.425s
118	333272	482341	1.579s
119	336094	483981	0.2313s
120	338916	484447	0.5629s
121	341738	486377	3.65s
122	344560	488830	0.1704s
123	347382	490433	1.431s
124	350204	491644	0.8434s
125	353026	495486	0.3682s
126	355848	502778	2.589s
127	358670	503301	0.1927s
128	361492	507533	0.3711s
129	364314	514825	1.385s
130	367136	512645	1.017s
131	369958	512752	0.2037s
132	372780	520036	0.1903s
133	375602	520924	0.6193s
134	378424	528208	2.956s
135	381246	528398	0.4997s
136	384068	532554	0.4539s
137	386890	539838	1.83s
138	389712	538387	0.2515s
139	392534	542000	0.7908s
140	395356	546152	0.1971s
141	398178	553428	0.3185s
142	401000	560700	4.869s
143	403822	550186	0.9625s
144	406644	554135	0.4747s
145	409466	561403	2.738s
146	412288	561967	0.7783s
147	415110	562717	0.2367s
148	417932	569981	1.919s
149	420754	568531	0.9366s
150	423576	575791	1.161s
151	426398	575678	0.1956s
152	429220	582934	1.211s
153	432042	577779	1.412s
154	434864	581777	3.841s
155	437686	574322	0.4928s
156	440508	581554	0.5115s
157	443330	579115	0.2082s
158	446152	586339	3.159s
159	448974	576986	0.7243s
160	451796	584202	7.49s
161	454618	578858	3.253s
This is the last UNSAT round.
