#iterationNumber	varNumber	clauseNumber	itertionTime
1	5492	14763	0.1126s
2	9242	18057	0.0349s
3	12992	28197	0.03475s
4	16742	38335	0.09601s
5	20492	45090	0.06267s
6	24242	52391	0.04971s
7	27992	54568	0.0503s
8	31742	64630	0.04266s
9	35492	69692	0.04102s
10	39242	79754	0.04414s
11	42992	89816	0.04369s
12	46742	99878	0.07385s
13	50492	94553	0.05404s
14	54242	104495	0.05902s
15	57992	114435	0.0677s
16	61742	124369	0.5414s
17	65492	18529	0.2611s
18	69242	18523	0.1292s
19	72992	18715	0.06381s
20	76742	28563	0.4124s
This is the last UNSAT round.
