#iterationNumber	varNumber	clauseNumber	itertionTime
1	6492	16923	0.1455s
2	11242	21357	0.04496s
3	15992	34005	0.0421s
4	20742	46637	0.0433s
5	25492	28156	0.04545s
6	30242	40780	0.04381s
7	34992	53394	0.05314s
8	39742	33165	0.05322s
9	44492	34286	0.04614s
10	49242	46854	0.05243s
11	53992	59400	0.05816s
12	58742	38125	0.04983s
13	63492	50659	0.05437s
14	68242	63165	0.05894s
15	72992	38963	0.05919s
16	77742	51451	0.06233s
17	82492	40506	0.05936s
18	87242	52974	0.06068s
19	91992	65418	0.07028s
20	96742	42619	0.06418s
21	101492	55047	0.07911s
22	106242	43152	0.07781s
23	110992	55562	0.07297s
24	115742	43036	0.06919s
25	120492	55412	0.0686s
26	125242	67784	0.08546s
27	129992	44929	0.0828s
28	134742	42603	0.07579s
29	139492	54931	0.0903s
30	144242	42979	0.0778s
31	148992	55295	0.07686s
32	153742	67607	0.07692s
33	158492	79911	0.0981s
34	163242	45229	0.08069s
35	167992	57525	0.09221s
36	172742	46586	0.09185s
37	177492	58876	0.1041s
38	182242	46356	0.08016s
39	186992	58628	0.1124s
40	191742	47264	0.0869s
41	196492	59516	0.08971s
42	201242	45895	0.08359s
43	205992	58139	0.08443s
44	210742	70379	0.08337s
45	215492	82617	0.08737s
46	220242	94851	0.08928s
47	224992	107079	0.1034s
48	229742	47665	0.09586s
49	234492	59881	0.1092s
50	239242	72093	0.1057s
51	243992	84301	0.1079s
52	248742	46451	0.09569s
53	253492	58651	0.09987s
54	258242	70847	0.1114s
55	262992	83039	0.1392s
56	267742	46613	0.1136s
57	272492	46724	0.107s
58	277242	58904	0.1113s
59	281992	71080	0.1666s
60	286742	43666	0.1305s
61	291492	43677	0.1166s
62	296242	55833	0.2881s
63	300992	43885	0.1304s
64	305742	44371	0.14s
65	310492	56507	0.2438s
66	315242	42584	0.117s
67	319992	54714	0.1314s
68	324742	66838	0.4292s
This is the last UNSAT round.
