#iterationNumber	varNumber	clauseNumber	itertionTime
1	4460	10303	0.06337s
2	8450	15357	0.02828s
3	12440	25721	0.02865s
4	16430	36065	0.03036s
5	20420	33034	0.03049s
6	24410	43362	0.03247s
7	28400	53686	0.03381s
8	32390	49710	0.03382s
9	36380	60022	0.03655s
10	40370	70330	0.05092s
11	44360	65199	0.04368s
12	48350	70659	0.04458s
13	52340	80951	0.04654s
14	56330	81399	0.05343s
15	60320	91675	0.04837s
16	64310	92411	0.04712s
17	68300	102675	0.04832s
18	72290	112939	0.0612s
19	76280	107527	0.05803s
20	80270	117761	0.06048s
21	84260	127995	0.07745s
22	88250	121927	0.1206s
23	92240	126935	0.104s
24	96230	132297	0.0657s
25	100220	137377	0.07224s
26	104210	147585	0.07646s
27	108200	145084	0.06811s
28	112190	155278	0.06243s
29	116180	165468	0.09284s
30	120170	159814	0.06278s
31	124160	169996	0.07773s
32	128150	180174	0.07288s
33	132140	174651	0.1295s
34	136130	177441	0.09449s
35	140120	187585	0.07556s
36	144110	187727	0.08763s
37	148100	197863	0.08349s
38	152090	207973	0.0876s
39	156080	196875	0.08466s
40	160070	206953	0.1089s
41	164060	217027	0.1034s
42	168050	208281	0.08689s
43	172040	218355	0.08394s
44	176030	228429	0.2052s
45	180020	222800	0.3019s
46	184010	226452	0.1013s
47	188000	236512	0.1456s
48	191990	235562	0.1855s
49	195980	239924	0.09954s
50	199970	249984	0.1565s
51	203960	248952	0.1394s
52	207950	251786	0.188s
53	211940	249022	0.1024s
54	215930	259046	0.1919s
55	219920	257815	0.2148s
56	223910	262459	0.1412s
57	227900	272479	0.1221s
58	231890	272002	0.1132s
59	235880	282022	0.1626s
60	239870	273764	0.1171s
61	243860	283754	0.4617s
62	247850	281389	0.331s
63	251840	278503	0.153s
64	255830	281076	0.1246s
65	259820	291010	0.3011s
66	263810	286939	0.1215s
67	267800	291150	0.1184s
68	271790	301082	0.2446s
69	275780	299498	0.2267s
70	279770	303091	0.1831s
71	283760	313019	0.1774s
72	287750	311535	1.63s
73	291740	307084	0.1272s
74	295730	311090	0.1312s
75	299720	320984	0.238s
76	303710	330878	0.3252s
77	307700	323689	0.1671s
78	311690	333581	0.1658s
79	315680	331146	0.3047s
80	319670	323530	0.6152s
81	323660	326519	0.5224s
82	327650	328813	0.3866s
83	331640	331549	2.092s
84	335630	330897	0.5353s
85	339620	329715	0.2158s
86	343610	339521	0.2232s
87	347600	337094	4.193s
This is the last UNSAT round.
