#iterationNumber	varNumber	clauseNumber	itertionTime
1	1504	4007	0.025s
2	2538	5015	0.007728s
3	3572	7647	0.008347s
4	4606	10279	0.007865s
5	5640	12911	0.008607s
6	6674	15543	0.00883s
7	7708	10867	0.009983s
8	8742	13499	0.0102s
9	9776	16131	0.01054s
10	10810	18763	0.01104s
11	11844	9441	0.009807s
12	12878	12021	0.01107s
13	13912	14597	0.01051s
14	14946	7398	0.01016s
15	15980	9962	0.01041s
16	17014	12522	0.01127s
17	18048	15074	0.01293s
18	19082	6391	0.01308s
19	20116	6282	0.01243s
20	21150	6112	0.01153s
21	22184	8648	0.01162s
22	23218	11180	0.1478s
This is the last UNSAT round.
