#iterationNumber	varNumber	clauseNumber	itertionTime
1	1716	4431	0.02874s
2	2962	6010	0.009152s
3	4208	9302	0.009037s
4	5454	12592	0.01199s
5	6700	12474	0.01058s
6	7946	15658	0.01044s
7	9192	18842	0.01191s
8	10438	17513	0.01302s
9	11684	20689	0.01219s
10	12930	21315	0.01524s
11	14176	24487	0.02047s
12	15422	25176	0.01362s
13	16668	27224	0.01306s
14	17914	30396	0.01446s
15	19160	33568	0.01514s
16	20406	36740	0.01486s
17	21652	39912	0.01564s
18	22898	37464	0.02113s
19	24144	40636	0.0367s
20	25390	32466	0.016s
21	26636	35486	0.01755s
22	27882	38506	0.0161s
23	29128	41518	0.01756s
24	30374	10498	0.02054s
25	31620	9287	0.02073s
26	32866	8985	0.01567s
27	34112	11965	0.01585s
28	35358	14945	0.02267s
29	36604	8984	0.128s
This is the last UNSAT round.
