#iterationNumber	varNumber	clauseNumber	itertionTime
1	2636	6427	0.04075s
2	4802	8895	0.01489s
3	6968	14475	0.01489s
4	9134	20051	0.01566s
5	11300	25623	0.01737s
6	13466	18137	0.01977s
7	15632	23701	0.01798s
8	17798	29249	0.01982s
9	19964	23599	0.0192s
10	22130	29119	0.02077s
11	24296	34631	0.02172s
12	26462	27958	0.02014s
13	28628	33470	0.02117s
14	30794	38978	0.02154s
15	32960	44482	0.02362s
16	35126	34859	0.02393s
17	37292	40355	0.02318s
18	39458	45847	0.02389s
19	41624	51335	0.02612s
20	43790	56819	0.02877s
21	45956	41415	0.02641s
22	48122	46861	0.02629s
23	50288	52307	0.02976s
24	52454	43771	0.02745s
25	54620	49213	0.03178s
26	56786	54643	0.03297s
27	58952	46860	0.03204s
28	61118	52264	0.03125s
29	63284	57664	0.03686s
30	65450	48387	0.03019s
31	67616	53775	0.03545s
32	69782	49132	0.03248s
33	71948	54510	0.03281s
34	74114	59878	0.04256s
35	76280	50839	0.04282s
36	78446	56191	0.04045s
37	80612	53080	0.04617s
38	82778	52268	0.03462s
39	84944	57602	0.03552s
40	87110	62932	0.03846s
41	89276	55383	0.03661s
42	91442	60709	0.04134s
43	93608	66023	0.04393s
44	95774	54983	0.05942s
45	97940	55777	0.04068s
46	100106	56499	0.04059s
47	102272	61779	0.0511s
48	104438	67055	0.09638s
49	106604	46883	0.05227s
50	108770	47870	0.07865s
51	110936	44286	0.05123s
52	113102	43238	0.05294s
This is the last UNSAT round.
