#iterationNumber	varNumber	clauseNumber	itertionTime
1	4076	9487	0.06316s
2	7682	14044	0.02571s
3	11288	23400	0.02538s
4	14894	32752	0.02853s
5	18500	30292	0.03079s
6	22106	39640	0.03067s
7	25712	48988	0.03201s
8	29318	45604	0.03115s
9	32924	54952	0.03267s
10	36530	64300	0.03617s
11	40136	60528	0.04166s
12	43742	69856	0.04386s
13	47348	69770	0.03569s
14	50954	79098	0.04063s
15	54560	88426	0.04164s
16	58166	97754	0.0563s
17	61772	90210	0.04189s
18	65378	99538	0.04518s
19	68984	100770	0.04654s
20	72590	110098	0.05257s
21	76196	119426	0.04773s
22	79802	116434	0.05233s
23	83408	125762	0.04974s
24	87014	135090	0.04992s
25	90620	144414	0.06221s
26	94226	153734	0.06023s
27	97832	138893	0.05591s
28	101438	148205	0.06632s
29	105044	157517	0.05872s
30	108650	152857	0.07115s
31	112256	162169	0.07193s
32	115862	171481	0.06357s
33	119468	167205	0.06386s
34	123074	176509	0.06552s
35	126680	185813	0.07091s
36	130286	195117	0.06866s
37	133892	204421	0.08549s
38	137498	191263	0.09818s
39	141104	200555	0.07317s
40	144710	200791	0.07948s
41	148316	210083	0.07649s
42	151922	219375	0.07515s
43	155528	228667	0.1027s
44	159134	237959	0.08248s
45	162740	227349	0.08129s
46	166346	236637	0.0934s
47	169952	245925	0.08035s
48	173558	255213	0.08454s
49	177164	247499	0.08559s
50	180770	256787	0.08663s
51	184376	266075	0.1024s
52	187982	275363	0.1342s
53	191588	268741	0.1263s
54	195194	274333	0.2134s
55	198800	278167	0.1217s
56	202406	287447	0.1311s
57	206012	282990	0.1753s
58	209618	288040	0.139s
59	213224	297292	0.1155s
60	216830	297667	0.1792s
61	220436	306907	0.1186s
62	224042	304509	0.1305s
63	227648	313745	0.208s
64	231254	311906	0.121s
65	234860	321114	0.1118s
66	238466	316913	0.1367s
67	242072	326095	0.1411s
68	245678	335259	0.1948s
69	249284	318906	0.2049s
70	252890	318866	0.1289s
71	256496	328020	0.1389s
72	260102	337162	0.263s
73	263708	328570	0.1154s
74	267314	337690	0.3054s
75	270920	332222	0.1271s
76	274526	336523	0.2073s
77	278132	345639	0.3357s
78	281738	343166	0.2431s
79	285344	346420	0.284s
80	288950	344295	0.2918s
81	292556	347985	0.1336s
82	296162	350354	1.025s
83	299768	335971	0.1435s
84	303374	345009	0.455s
85	306980	344136	0.2301s
86	310586	348140	0.1712s
87	314192	357178	0.5762s
88	317798	334704	0.2571s
89	321404	338533	0.1511s
90	325010	333564	0.5995s
91	328616	322455	0.3777s
92	332222	324795	1.19s
93	335828	325326	0.2922s
94	339434	328565	0.3197s
95	343040	331217	0.1428s
96	346646	340119	0.3821s
97	350252	331096	0.2956s
98	353858	332929	1.246s
99	357464	329550	4.343s
This is the last UNSAT round.
