#iterationNumber	varNumber	clauseNumber	itertionTime
1	1596	4191	0.02581s
2	2722	5445	0.008659s
3	3848	8329	0.009037s
4	4974	11193	0.008736s
5	6100	14057	0.009496s
6	7226	11425	0.009573s
7	8352	14289	0.009933s
8	9478	17153	0.009948s
9	10604	20017	0.01148s
10	11730	15595	0.01112s
11	12856	18437	0.01062s
12	13982	21279	0.01109s
13	15108	24121	0.01164s
14	16234	26963	0.01471s
15	17360	22304	0.0132s
16	18486	25128	0.01355s
17	19612	27952	0.01306s
18	20738	30776	0.0151s
19	21864	23086	0.01425s
20	22990	25898	0.01362s
21	24116	28710	0.01456s
22	25242	31496	0.01418s
23	26368	34282	0.01725s
24	27494	21878	0.0191s
25	28620	10664	0.0199s
26	29746	9216	0.01839s
27	30872	5142	0.1226s
This is the last UNSAT round.
