#iterationNumber	varNumber	clauseNumber	itertionTime
1	1341	3697	0.0439
2	2649	7975	0.0616
3	3957	12253	0.0587
4	5265	16531	0.0716
5	6573	20809	0.0868
6	7881	25087	0.0976
7	9189	29365	0.1192
8	10497	33643	0.1294
9	11805	37921	0.1442
10	13113	42199	0.1658
11	14421	46477	0.1745
12	15729	50755	0.1789
13	17037	55033	0.2178
14	18345	59311	0.2137
15	19653	63589	0.2421
16	20961	67867	0.2663
17	22269	72145	0.2487
18	23577	76423	0.2753
19	24885	80701	0.2686
20	26193	84979	0.3208
21	27501	89257	0.3567
22	28809	93535	0.3501
23	30117	97813	0.3945
24	31425	102091	0.3902
25	32733	106369	0.3991
26	34041	110647	0.3779
27	35349	114925	0.4812
28	36657	119203	0.4572
29	37965	123481	0.5413
30	39273	127759	0.473
31	40581	132037	0.4652
32	41889	136315	0.4757
33	43197	140593	0.707
34	44505	144871	0.4831
35	45813	149149	1.186
36	47121	153427	0.6172
37	48429	157705	0.6065
38	49737	161983	2.5633
39	51045	166261	2.6182
40	52353	170539	3.2033
41	53661	174817	15.5293
The last iteration is UNSAT.
The total time used (including file parse time) is
36.6408 s
