#iterationNumber	varNumber	clauseNumber	itertionTime
1	1693	4491	0.0489
2	3353	9787	0.0789
3	5013	15083	0.0778
4	6673	20379	0.0975
5	8333	25675	0.1139
6	9993	30971	0.1228
7	11653	36267	0.1269
8	13313	41563	0.1657
9	14973	46859	0.1822
10	16633	52155	0.1951
11	18293	57451	0.1909
12	19953	62747	0.2288
13	21613	68043	0.2531
14	23273	73339	0.2512
15	24933	78635	0.281
16	26593	83931	0.2878
17	28253	89227	0.3159
18	29913	94523	0.317
19	31573	99819	0.3653
20	33233	105115	0.339
21	34893	110411	0.4619
22	36553	115707	0.3846
23	38213	121003	0.4038
24	39873	126299	0.5202
25	41533	131595	0.4373
26	43193	136891	0.4889
27	44853	142187	0.5498
28	46513	147483	0.4881
29	48173	152779	0.5101
30	49833	158075	0.5273
31	51493	163371	0.5003
32	53153	168667	0.5468
33	54813	173963	0.6559
34	56473	179259	0.6157
35	58133	184555	0.5945
36	59793	189851	0.6251
37	61453	195147	0.6889
38	63113	200443	0.6722
39	64773	205739	0.8468
40	66433	211035	0.7494
41	68093	216331	0.9488
42	69753	221627	0.7879
43	71413	226923	0.825
44	73073	232219	0.8553
45	74733	237515	1.4917
46	76393	242811	2.0828
47	78053	248107	2.222
48	79713	253403	2.3283
49	81373	258699	1.0371
50	83033	263995	1.2784
51	84693	269291	1.4941
52	86353	274587	2.2836
53	88013	279883	1.7691
54	89673	285179	3.6781
55	91333	290475	4.1299
56	92993	295771	3.3107
57	94653	301067	1.0849
58	96313	306363	0.993
59	97973	311659	24.3543
The last iteration is UNSAT.
The total time used (including file parse time) is
73.2149 s
