#iterationNumber	varNumber	clauseNumber	itertionTime
1	2041	5269	0.0554
2	4049	11559	0.0858
3	6057	17849	0.0879
4	8065	24139	0.118
5	10073	30429	0.1375
6	12081	36719	0.148
7	14089	43009	0.1739
8	16097	49299	0.2016
9	18105	55589	0.2184
10	20113	61879	0.2251
11	22121	68169	0.2532
12	24129	74459	0.2904
13	26137	80749	0.2922
14	28145	87039	0.3182
15	30153	93329	0.3232
16	32161	99619	0.3271
17	34169	105909	0.3956
18	36177	112199	0.3809
19	38185	118489	0.4111
20	40193	124779	0.4316
21	42201	131069	0.4502
22	44209	137359	0.4581
23	46217	143649	0.5092
24	48225	149939	0.5137
25	50233	156229	0.5373
26	52241	162519	0.5649
27	54249	168809	0.58
28	56257	175099	0.6221
29	58265	181389	0.6985
30	60273	187679	0.7028
31	62281	193969	0.6581
32	64289	200259	0.7039
33	66297	206549	0.7638
34	68305	212839	0.8246
35	70313	219129	0.7686
36	72321	225419	0.7498
37	74329	231709	0.9087
38	76337	237999	0.9214
39	78345	244289	0.8334
40	80353	250579	0.8725
41	82361	256869	0.8845
42	84369	263159	1.1894
43	86377	269449	1.0692
44	88385	275739	1.0977
45	90393	282029	0.9681
46	92401	288319	0.9713
47	94409	294609	1.0785
48	96417	300899	1.1978
49	98425	307189	1.0373
50	100433	313479	1.0668
51	102441	319769	1.1333
52	104449	326059	1.326
53	106457	332349	1.2215
54	108465	338639	1.2956
55	110473	344929	1.304
56	112481	351219	1.1931
57	114489	357509	1.4124
58	116497	363799	1.3297
59	118505	370089	1.2771
60	120513	376379	1.4564
61	122521	382669	1.4541
62	124529	388959	1.4564
63	126537	395249	1.5735
64	128545	401539	1.58
65	130553	407829	1.9395
66	132561	414119	1.9522
67	134569	420409	2.1558
68	136577	426699	1.6462
69	138585	432989	1.6575
70	140593	439279	1.9436
71	142601	445569	1.6418
72	144609	451859	2.1655
73	146617	458149	1.9044
74	148625	464439	2.7357
75	150633	470729	2.5201
76	152641	477019	3.7479
77	154649	483309	2.9439
78	156657	489599	13.8308
79	158665	495889	4.225
80	160673	502179	1.7547
81	162681	508469	3.273
82	164689	514759	4.305
83	166697	521049	3.0394
84	168705	527339	2.1922
85	170713	533629	4.8928
86	172721	539919	2.2255
87	174729	546209	4.3438
88	176737	552499	2.8635
89	178745	558789	7.7608
90	180753	565079	4.0324
91	182761	571369	3.1477
92	184769	577659	4.6073
93	186777	583949	8.75
94	188785	590239	6.7333
95	190793	596529	12.2006
96	192801	602819	8.9211
97	194809	609109	4.0253
98	196817	615399	11.8112
99	198825	621689	6.6914
100	200833	627979	50.184
The last iteration is UNSAT.
The total time used (including file parse time) is
254.8988 s
